Period,Team,Player,Type,X,Y,X2,Y2,Distance,Index,PlayLocation
1,Away,15,Shot,27.39,11.14,,,62.61,97,Location
1,Away,12,Shot,53.65,10.62,,,36.91,97,Location
1,Home,70,Shot,31.91,33.49,36.00,-16.95,50.60,98,Location
1,Home,24,Shot,33.65,-22.16,,,59.62,98,Location
1,Away,3,Shot,65.57,-22.95,35.91,-16.95,30.25,98,Location
1,Away,15,Shot,31.48,29.84,,,64.80,98,Location
1,Away,12,Shot,41.30,31.40,,,57.10,98,Location
1,Away,3,Shot,36.35,-16.68,24.70,-12.77,12.29,100,Location
1,Away,3,Shot,25.22,-12.68,-24.26,-1.47,50.73,101,Location
1,Away,3,Shot,-24.61,-2.08,-62.52,37.58,54.86,102,Location
1,Away,6,Shot,-21.74,23.58,-77.57,26.01,55.88,102,Location
1,Home,91,Shot,-36.00,-5.90,-67.39,-1.21,31.74,102,Location
1,Home,84,Shot,-44.26,4.36,-76.35,19.05,35.29,102,Location
1,Home,87,Shot,-28.61,-36.77,-63.48,32.53,77.58,102,Location
1,Away,3,Shot,-62.61,37.75,-79.13,38.79,16.55,103,Location
1,Away,6,Shot,-82.78,6.62,,,9.08,103,Location
1,Home,70,Shot,-84.00,27.23,,,27.68,103,Location
1,Home,91,Shot,-68.35,26.88,,,33.90,103,Location
1,Home,84,Shot,-85.39,9.14,,,9.83,103,Location
1,Away,3,Shot,-80.00,38.71,-31.83,39.49,48.18,104,Location
1,Away,4,Shot,-31.74,39.49,-31.13,26.27,13.23,105,Location
1,Away,4,Shot,-30.78,26.18,-85.74,37.32,56.07,106,Location
1,Away,3,Shot,-67.57,19.05,,,28.68,106,Location
1,Home,84,Shot,-92.78,22.62,-97.65,-8.68,31.68,108,Location
1,Away,3,Shot,-69.48,18.01,-94.87,-9.12,37.16,108,Location
1,Away,3,Shot,-95.39,-9.47,,,11.42,109,Location
1,Home,84,Shot,-96.96,-9.21,,,12.17,109,Location
1,Away,6,Shot,-89.65,-6.16,-87.74,-3.38,3.38,110,Location
1,Home,39,Shot,-87.83,-2.68,-87.83,-2.51,0.17,110,Location
1,Home,84,Shot,-93.91,-13.12,-91.30,-10.95,3.40,110,Location
1,Home,87,Shot,-92.43,-6.51,-90.78,-4.25,2.80,110,Location
1,Home,70,Shot,-87.57,-9.12,-80.87,-3.47,8.76,110,Location
1,Home,39,Shot,-87.13,-4.51,-80.17,-3.12,7.09,112,Location
1,Home,70,Shot,-80.43,-3.03,-25.04,21.66,60.65,113,Location
1,Home,61,Shot,-62.61,-33.29,-24.78,-26.51,38.43,113,Location
1,Home,70,Shot,-25.13,21.66,24.09,38.36,51.97,114,Location
1,Home,70,Shot,27.30,37.66,52.87,12.53,35.85,115,Location
1,Home,61,Shot,24.70,-22.16,79.39,-9.47,56.15,115,Location
1,Away,4,Shot,34.61,28.45,53.83,16.01,22.89,115,Location
1,Away,10,Shot,44.17,-11.47,72.26,-4.51,28.94,115,Location
1,Home,70,Shot,53.39,12.36,83.13,2.97,31.19,116,Location
1,Home,61,Shot,80.87,-7.99,,,11.40,116,Location
1,Away,1,Shot,84.43,2.27,,,5.10,116,Location
1,Away,4,Shot,55.48,14.53,,,36.54,116,Location
1,Away,10,Shot,72.43,-3.47,,,16.92,116,Location
1,Away,15,Shot,47.91,4.79,,,41.37,116,Location
1,Away,1,Shot,83.65,3.05,88.26,34.88,32.16,118,Location
1,Home,70,Shot,85.57,36.88,56.35,29.23,30.20,119,Location
1,Away,4,Shot,86.17,32.45,58.78,35.32,27.54,119,Location
1,Away,6,Shot,48.00,24.62,55.57,27.58,8.12,119,Location
1,Away,4,Shot,70.78,40.27,48.96,40.62,21.83,121,Location
1,Home,55,Shot,71.83,36.53,,,40.37,121,Location
1,Away,6,Shot,47.48,39.84,,,57.54,121,Location
1,Away,6,Shot,46.00,39.32,-89.65,-29.47,152.09,122,Location
1,Home,22,Shot,-94.87,-17.64,-69.91,-27.47,26.82,124,Location
1,Home,22,Shot,-70.09,-27.12,90.78,27.66,169.94,125,Location
1,Away,11,Shot,-68.96,-21.73,-32.17,-26.95,37.15,126,Location
1,Away,10,Shot,-32.00,-27.03,,,63.09,126,Location
1,Home,42,Shot,-70.26,-21.73,,,28.69,126,Location
1,Away,10,Shot,-32.35,-26.68,-95.74,23.58,80.90,127,Location
1,Home,55,Shot,-49.39,39.84,-25.30,26.71,27.43,129,Location
1,Home,42,Shot,-25.13,24.62,,,68.45,129,Location
1,Home,42,Shot,-24.35,24.79,-0.35,40.18,28.51,131,Location
1,Home,42,Shot,-0.52,39.75,93.57,31.23,94.47,132,Location
1,Away,11,Shot,96.52,17.14,97.13,-20.68,37.83,134,Location
1,Away,11,Shot,97.13,-21.55,75.22,-41.12,29.38,134,Location
1,Home,61,Shot,74.87,-40.34,,,42.74,135,Location
1,Home,61,Shot,76.52,-39.38,86.26,-20.86,20.93,136,Location
1,Away,10,Shot,81.30,-10.60,85.30,-14.60,5.66,136,Location
1,Away,11,Shot,71.13,-38.95,77.74,-15.99,23.89,136,Location
1,Home,61,Shot,86.26,-19.73,87.74,-3.12,16.67,137,Location
1,Away,1,Shot,87.74,-2.77,,,3.05,137,Location
1,Away,11,Shot,77.48,-15.47,,,19.29,137,Location
1,Away,10,Shot,84.78,-13.47,,,14.11,137,Location
1,Away,1,Shot,87.22,-3.73,92.87,-6.86,6.46,139,Location
1,Away,10,Shot,98.09,-1.12,89.57,33.32,35.47,140,Location
1,Away,10,Shot,89.30,33.05,48.09,39.49,41.72,140,Location
1,Home,22,Shot,41.30,40.10,,,62.31,142,Location
1,Home,22,Shot,41.48,39.40,79.48,10.62,47.67,143,Location
1,Home,61,Shot,79.57,10.10,,,13.82,143,Location
1,Home,61,Shot,79.91,10.01,93.30,-15.38,28.71,144,Play
1,Away,11,Shot,97.74,-20.25,91.57,19.14,39.87,146,Play
1,Away,11,Shot,91.65,19.23,25.65,36.45,68.21,147,Play
1,Away,9,Shot,56.96,-17.73,24.70,-13.47,32.54,147,Play
1,Home,42,Shot,26.35,29.75,,,69.36,147,Play
1,Away,9,Shot,0.70,-15.29,-23.65,-16.34,24.37,149,Play
1,Home,87,Shot,-17.74,-10.60,-29.91,-15.82,13.24,149,Play
1,Away,9,Shot,-24.00,-16.60,-74.17,-23.55,50.65,150,Play
1,Away,5,Shot,-24.35,3.49,-78.61,4.27,54.27,150,Play
1,Away,11,Shot,-15.48,14.62,-47.91,-25.73,51.77,150,Play
1,Home,87,Shot,-29.22,-16.68,-78.87,-18.95,49.70,150,Play
1,Home,22,Shot,-34.78,16.62,-79.65,0.10,47.81,150,Play
1,Home,55,Shot,-25.04,12.18,-53.48,-22.60,44.93,150,Play
1,Home,42,Shot,-12.70,23.75,-59.30,-16.60,61.65,150,Play
1,Away,9,Shot,-74.61,-23.64,-71.22,-24.34,3.46,151,Play
1,Away,5,Shot,-78.87,4.01,,,10.90,151,Play
1,Away,11,Shot,-47.57,-25.99,,,48.91,151,Play
1,Home,87,Shot,-79.48,-19.38,,,21.59,151,Play
1,Home,22,Shot,-79.65,-0.25,,,9.35,151,Play
1,Home,55,Shot,-53.39,-22.42,,,42.08,151,Play
1,Home,42,Shot,-59.39,-16.42,,,33.86,151,Play
1,Away,9,Shot,-72.43,-24.42,-47.65,-25.82,24.82,152,Play
1,Away,11,Shot,-48.09,-25.90,,,48.42,152,Play
1,Home,87,Shot,-73.30,-20.95,,,26.17,152,Play
1,Home,55,Shot,-52.17,-21.90,,,42.85,152,Play
1,Away,11,Shot,-47.30,-26.42,-85.48,-25.38,38.19,153,Play
1,Home,87,Shot,-78.09,-19.55,-84.43,-17.47,6.68,153,Play
1,Home,55,Shot,-51.22,-21.55,-79.48,-21.64,28.26,153,Play
1,Away,11,Shot,-84.70,-25.82,-85.57,-1.90,23.93,154,Play
1,Home,39,Shot,-87.22,-2.25,,,2.87,154,Play
1,Home,87,Shot,-84.96,-16.68,,,17.17,154,Play
1,Home,22,Shot,-82.96,-4.51,,,7.54,154,Play
1,Home,55,Shot,-79.91,-22.25,,,24.03,154,Play
1,Home,42,Shot,-88.87,-18.42,,,18.42,154,Play
1,Away,9,Shot,-90.87,-7.21,,,7.45,154,Play
1,Away,5,Shot,-80.96,-0.42,,,8.05,154,Play
1,Home,39,Shot,-86.26,-1.64,-81.39,-1.47,4.87,156,Play
1,Home,55,Shot,-67.48,-5.55,-58.43,-10.77,10.44,157,Play
1,Home,14,Shot,-64.78,-14.42,-58.09,-11.64,7.25,157,Play
1,Home,14,Shot,-57.83,-10.68,-58.09,-1.47,9.22,158,Play
1,Home,87,Shot,-70.96,-0.16,-57.91,-1.29,13.09,158,Play
1,Home,87,Shot,-57.91,-1.47,-24.96,13.84,36.34,159,Play
1,Home,14,Shot,-58.96,-11.12,-46.09,-5.73,13.95,159,Play
1,Home,55,Shot,-57.04,-1.21,-32.52,-3.21,24.60,159,Play
1,Away,10,Shot,-24.26,-15.99,-10.00,-11.64,14.91,159,Play
1,Away,4,Shot,-26.87,11.05,-6.96,9.49,19.97,159,Play
1,Home,87,Shot,-25.39,13.40,24.26,-16.60,58.01,160,Play
1,Home,87,Shot,24.26,-16.34,62.78,-35.99,43.25,161,Play
1,Home,14,Shot,15.04,7.58,53.65,8.88,38.63,161,Play
1,Away,10,Shot,28.26,-11.82,58.61,-25.82,33.42,161,Play
1,Away,4,Shot,23.83,-1.03,59.83,2.71,36.19,161,Play
1,Home,87,Shot,63.13,-35.12,64.61,-7.64,27.52,162,Play
1,Home,14,Shot,59.65,5.23,,,29.81,162,Play
1,Away,4,Shot,65.04,-6.08,,,24.72,162,Play
1,Home,14,Shot,79.65,-3.55,85.74,-2.42,6.19,163,Play
1,Away,1,Shot,83.57,1.92,85.57,-2.51,4.86,163,Play
1,Away,1,Shot,86.17,-2.16,87.13,-5.38,3.36,165,Play
1,Home,14,Shot,86.78,-7.03,87.13,-2.42,4.62,166,Play
1,Away,1,Shot,88.61,-2.60,,,2.63,166,Play
