game_id,player_id,skill_rating
10015,P100003,5
10015,P100199,5
10015,P100066,6
10015,P100251,4
10016,P100092,3
10016,P100238,4
10016,P100030,5
10016,P100029,3
10016,P100027,2
10016,P100028,5
10016,P100018,5
10016,P100041,6
10016,P100067,5
10016,P100165,2
10016,P100098,4
10016,P100071,3
10016,P100023,4
10016,P100110,2
10016,P100109,5
10016,P100130,2
10016,P100112,4
10016,P100042,5
10016,P100008,4
10016,P100114,3
10016,P100017,5
10016,P100125,3
10016,P100131,5
10016,P100121,4
10016,P100003,5
10016,P100199,5
10016,P100093,3
10016,P100066,6
10016,P100251,4
10017,P100110,2
10017,P100109,5
10017,P100130,2
10017,P100112,4
10017,P100042,5
10017,P100008,4
10017,P100114,3
10017,P100017,5
10017,P100125,3
10017,P100131,5
10017,P100121,4
10017,P100003,5
10017,P100199,5
10017,P100093,3
10017,P100066,6
10017,P100251,4
10017,P100078,5
10017,P100068,3
10017,P100241,5
10017,P100243,2
10017,P100237,4
10017,P100062,5
10017,P100065,4
10017,P100143,4
10017,P100061,3
10017,P100020,5
10017,P100145,5
10017,P100227,2
10017,P100072,2
10017,P100074,4
10018,P100050,4
10018,P100236,6
10018,P100036,3
10018,P100258,5
10018,P100120,4
10018,P100045,5
10018,P100076,3
10018,P100038,3
10018,P100046,3
10018,P100101,3
10018,P100245,3
10018,P100306,4
10018,P100016,5
10018,P100110,2
10018,P100109,5
10018,P100130,2
10018,P100112,4
10018,P100042,5
10018,P100114,3
10018,P100017,5
10018,P100125,3
10018,P100131,5
10018,P100121,4
10018,P100003,5
10018,P100199,5
10018,P100066,6
10019,P100037,5
10019,P100040,4
10019,P100147,2
10019,P100084,6
10019,P100256,2
10019,P100100,4
10019,P100086,4
10019,P100096,4
10019,P100081,3
10019,P100035,4
10019,P100290,5
10019,P100123,4
10019,P100272,3
10019,P100055,4
10019,P100110,2
10019,P100109,5
10019,P100130,2
10019,P100112,4
10019,P100042,5
10019,P100114,3
10019,P100017,5
10019,P100125,3
10019,P100131,5
10019,P100121,4
10019,P100003,5
10019,P100199,5
10019,P100093,3
10019,P100066,6
10020,P100084,6
10020,P100303,2
10020,P100325,3
10020,P100097,3
10020,P100086,4
10020,P100308,4
10020,P100292,6
10020,P100088,5
10020,P100165,2
10020,P100054,4
10020,P100282,5
10020,P100080,2
10020,P100059,3
10020,P100052,4
10020,P100073,3
10020,P100322,4
10020,P100255,4
10020,P100058,3
10020,P100082,6
10020,P100053,5
10020,P100060,2
10020,P100051,5
10020,P100095,2
10020,P100310,4
10020,P100067,5
10021,P100266,3
10021,P100279,2
10021,P100242,5
10021,P100158,2
10021,P100254,6
10021,P100247,2
10021,P100036,3
10021,P100219,3
10021,P100295,3
10021,P100297,5
10021,P100268,3
10021,P100142,4
10021,P100107,3
10021,P100307,3
10021,P100132,4
10021,P100235,5
10021,P100086,4
10021,P100106,4
10021,P100088,5
10021,P100292,6
10021,P100040,4
10021,P100037,5
10021,P100081,3
10021,P100303,2
10021,P100308,4
10021,P100100,4
10021,P100325,3
10021,P100097,3
10021,P100123,4
10021,P100165,2
10021,P100084,6
10022,P100054,4
10022,P100282,5
10022,P100285,5
10022,P100051,5
10022,P100095,2
10022,P100025,4
10022,P100255,4
10022,P100059,3
10022,P100053,5
10022,P100052,4
10022,P100060,2
10022,P100073,3
10022,P100310,4
10022,P100082,6
10022,P100322,4
10022,P100080,2
10022,P100058,3
10022,P100165,2
10022,P100040,4
10022,P100106,4
10022,P100084,6
10022,P100037,5
10022,P100123,4
10022,P100303,2
10022,P100325,3
10022,P100097,3
10022,P100086,4
10022,P100081,3
10022,P100100,4
10022,P100308,4
10022,P100292,6
10022,P100088,5
10023,P100071,3
10023,P100276,4
10023,P100072,2
10023,P100288,5
10023,P100061,3
10023,P100243,2
10023,P100068,3
10023,P100145,5
10023,P100294,3
10023,P100065,4
10023,P100299,2
10023,P100300,2
10023,P100143,4
10023,P100074,4
10023,P100314,5
10023,P100237,4
10023,P100240,3
10023,P100086,4
10023,P100106,4
10023,P100088,5
10023,P100292,6
10023,P100040,4
10023,P100037,5
10023,P100081,3
10023,P100303,2
10023,P100308,4
10023,P100100,4
10023,P100325,3
10023,P100097,3
10023,P100123,4
10023,P100165,2
10023,P100084,6
10024,P100006,4
10024,P100206,4
10024,P100227,2
10024,P100012,3
10024,P100010,4
10024,P100271,3
10024,P100024,3
10024,P100014,3
10024,P100038,3
10024,P100049,3
10024,P100309,2
10024,P100246,6
10024,P100001,6
10024,P100067,5
10024,P100086,4
10024,P100106,4
10024,P100088,5
10024,P100040,4
10024,P100037,5
10024,P100303,2
10024,P100325,3
10024,P100097,3
10024,P100123,4
10024,P100165,2
10024,P100084,6
10024,P100133,3
10025,P100147,2
10025,P100106,4
10025,P100084,6
10025,P100037,5
10025,P100123,4
10025,P100088,5
10025,P100097,3
10025,P100191,5
10025,P100100,4
10025,P100086,4
10025,P100096,4
10025,P100253,6
10025,P100315,5
10025,P100259,5
10025,P100206,4
10025,P100038,3
10025,P100024,3
10025,P100049,3
10025,P100014,3
10025,P100001,6
10025,P100089,4
10025,P100132,4
10025,P100057,4
10025,P100039,2
10025,P100118,5
10025,P100006,4
10025,P100248,3
10026,P100219,3
10026,P100242,5
10026,P100263,2
10026,P100078,5
10026,P100250,4
10026,P100268,3
10026,P100113,4
10026,P100252,3
10026,P100273,2
10026,P100142,4
10026,P100133,3
10026,P100040,4
10026,P100147,2
10026,P100106,4
10026,P100084,6
10026,P100037,5
10026,P100123,4
10026,P100097,3
10026,P100191,5
10026,P100100,4
10026,P100086,4
10026,P100315,5
10026,P100096,4
10026,P100253,6
10027,P100256,2
10027,P100040,4
10027,P100147,2
10027,P100106,4
10027,P100084,6
10027,P100037,5
10027,P100123,4
10027,P100097,3
10027,P100191,5
10027,P100100,4
10027,P100086,4
10027,P100315,5
10027,P100096,4
10027,P100253,6
10027,P100259,5
10027,P100206,4
10027,P100038,3
10027,P100024,3
10027,P100012,3
10027,P100049,3
10027,P100014,3
10027,P100001,6
10027,P100089,4
10027,P100132,4
10027,P100057,4
10027,P100039,2
10027,P100118,5
10027,P100006,4
10027,P100248,3
10028,P100256,2
10028,P100040,4
10028,P100147,2
10028,P100106,4
10028,P100084,6
10028,P100037,5
10028,P100123,4
10028,P100088,5
10028,P100097,3
10028,P100191,5
10028,P100100,4
10028,P100086,4
10028,P100315,5
10028,P100096,4
10028,P100253,6
10028,P100025,4
10028,P100059,3
10028,P100073,3
10028,P100052,4
10028,P100060,2
10028,P100058,3
10028,P100082,6
10028,P100054,4
10028,P100007,5
10028,P100255,4
10028,P100080,2
10028,P100045,5
10028,P100095,2
10028,P100051,5
10028,P100053,5
10029,P100259,5
10029,P100206,4
10029,P100038,3
10029,P100024,3
10029,P100012,3
10029,P100249,5
10029,P100014,3
10029,P100001,6
10029,P100089,4
10029,P100132,4
10029,P100057,4
10029,P100039,2
10029,P100118,5
10029,P100006,4
10029,P100248,3
10029,P100256,2
10029,P100040,4
10029,P100147,2
10029,P100106,4
10029,P100084,6
10029,P100037,5
10029,P100123,4
10029,P100088,5
10029,P100097,3
10029,P100191,5
10029,P100100,4
10029,P100086,4
10029,P100315,5
10029,P100096,4
10029,P100081,3
10029,P100253,6
10030,P100050,4
10030,P100236,6
10030,P100048,2
10030,P100036,3
10030,P100049,3
10030,P100120,4
10030,P100044,5
10030,P100045,5
10030,P100076,3
10030,P100038,3
10030,P100046,3
10030,P100101,3
10030,P100245,3
10030,P100016,5
10030,P100063,3
10030,P100037,5
10030,P100040,4
10030,P100147,2
10030,P100084,6
10030,P100097,3
10030,P100096,4
10030,P100086,4
10030,P100100,4
10030,P100081,3
10030,P100290,5
10030,P100123,4
10030,P100272,3
10030,P100055,4
10031,P100052,4
10031,P100248,3
10031,P100135,5
10031,P100051,5
10031,P100118,5
10031,P100059,3
10031,P100116,4
10031,P100107,3
10031,P100080,2
10031,P100073,3
10031,P100037,5
10031,P100084,6
10031,P100097,3
10031,P100096,4
10031,P100086,4
10031,P100100,4
10031,P100081,3
10031,P100035,4
10031,P100029,3
10031,P100099,4
10032,P100043,5
10032,P100014,3
10032,P100001,6
10032,P100089,4
10032,P100005,2
10032,P100233,2
10032,P100007,5
10032,P100262,5
10032,P100103,3
10032,P100158,2
10032,P100037,5
10032,P100040,4
10032,P100084,6
10032,P100097,3
10032,P100096,4
10032,P100086,4
10032,P100100,4
10032,P100035,4
10032,P100290,5
10032,P100123,4
10032,P100272,3
10032,P100055,4
10033,P100241,5
10033,P100243,2
10033,P100237,4
10033,P100079,4
10033,P100062,5
10033,P100065,4
10033,P100143,4
10033,P100061,3
10033,P100057,4
10033,P100227,2
10033,P100074,4
10033,P100246,6
10033,P100302,2
10033,P100063,3
10033,P100256,2
10033,P100097,3
10033,P100100,4
10033,P100086,4
10033,P100096,4
10033,P100035,4
10033,P100290,5
10033,P100272,3
10034,P100052,4
10034,P100060,2
10034,P100058,3
10034,P100082,6
10034,P100135,5
10034,P100051,5
10034,P100118,5
10034,P100059,3
10034,P100116,4
10034,P100073,3
10034,P100053,5
10034,P100056,4
10034,P100063,3
10034,P100037,5
10034,P100040,4
10034,P100147,2
10034,P100084,6
10034,P100256,2
10034,P100097,3
10034,P100100,4
10034,P100086,4
10034,P100096,4
10034,P100081,3
10034,P100035,4
10034,P100290,5
10034,P100123,4
10034,P100272,3
10034,P100055,4
10035,P100078,5
10035,P100068,3
10035,P100241,5
10035,P100243,2
10035,P100062,5
10035,P100065,4
10035,P100020,5
10035,P100145,5
10035,P100072,2
10035,P100074,4
10035,P100063,3
10035,P100037,5
10035,P100040,4
10035,P100147,2
10035,P100084,6
10035,P100256,2
10035,P100097,3
10035,P100100,4
10035,P100086,4
10035,P100096,4
10035,P100081,3
10035,P100035,4
10035,P100123,4
10035,P100055,4
10036,P100063,3
10036,P100037,5
10036,P100040,4
10036,P100147,2
10036,P100084,6
10036,P100100,4
10036,P100086,4
10036,P100096,4
10036,P100081,3
10036,P100035,4
10036,P100290,5
10036,P100123,4
10036,P100272,3
10036,P100055,4
10036,P100050,4
10036,P100236,6
10036,P100048,2
10036,P100036,3
10036,P100049,3
10036,P100258,5
10036,P100120,4
10036,P100045,5
10036,P100076,3
10036,P100038,3
10036,P100046,3
10036,P100101,3
10036,P100245,3
10036,P100306,4
10036,P100016,5
10037,P100050,4
10037,P100305,3
10037,P100239,5
10037,P100109,5
10037,P100313,4
10037,P100048,2
10037,P100283,4
10037,P100126,2
10037,P100056,4
10037,P100258,5
10037,P100120,4
10037,P100312,3
10037,P100286,4
10037,P100101,3
10037,P100113,4
10037,P100016,5
10037,P100071,3
10037,P100276,4
10037,P100072,2
10037,P100061,3
10037,P100243,2
10037,P100068,3
10037,P100145,5
10037,P100294,3
10037,P100065,4
10037,P100299,2
10037,P100300,2
10037,P100143,4
10037,P100074,4
10037,P100314,5
10037,P100237,4
10037,P100240,3
10037,P100288,5
10038,P100072,2
10038,P100243,2
10038,P100299,2
10038,P100240,3
10038,P100061,3
10038,P100276,4
10038,P100065,4
10038,P100294,3
10038,P100145,5
10038,P100300,2
10038,P100275,5
10038,P100257,5
10038,P100087,4
10038,P100030,5
10038,P100055,4
10038,P100267,3
10038,P100027,2
10038,P100270,5
10038,P100138,3
10038,P100298,4
10038,P100284,6
10039,P100071,3
10039,P100276,4
10039,P100072,2
10039,P100288,5
10039,P100061,3
10039,P100243,2
10039,P100068,3
10039,P100145,5
10039,P100294,3
10039,P100065,4
10039,P100299,2
10039,P100300,2
10039,P100143,4
10039,P100074,4
10039,P100314,5
10039,P100237,4
10039,P100240,3
10039,P100025,4
10039,P100051,5
10039,P100282,5
10039,P100095,2
10039,P100285,5
10039,P100054,4
10039,P100255,4
10039,P100059,3
10039,P100053,5
10039,P100052,4
10039,P100060,2
10039,P100073,3
10039,P100310,4
10039,P100082,6
10039,P100322,4
10039,P100080,2
10039,P100058,3
10040,P100266,3
10040,P100279,2
10040,P100242,5
10040,P100158,2
10040,P100254,6
10040,P100247,2
10040,P100036,3
10040,P100219,3
10040,P100295,3
10040,P100297,5
10040,P100268,3
10040,P100142,4
10040,P100107,3
10040,P100307,3
10040,P100132,4
10040,P100235,5
10040,P100237,4
10040,P100071,3
10040,P100072,2
10040,P100243,2
10040,P100074,4
10040,P100299,2
10040,P100240,3
10040,P100061,3
10040,P100068,3
10040,P100276,4
10040,P100065,4
10040,P100143,4
10040,P100288,5
10040,P100145,5
10040,P100294,3
10040,P100314,5
10040,P100300,2
10041,P100059,3
10041,P100073,3
10041,P100052,4
10041,P100060,2
10041,P100058,3
10041,P100082,6
10041,P100054,4
10041,P100007,5
10041,P100255,4
10041,P100080,2
10041,P100045,5
10041,P100310,4
10041,P100095,2
10041,P100051,5
10041,P100053,5
10041,P100015,2
10041,P100287,4
10041,P100068,3
10041,P100240,3
10041,P100243,2
10041,P100071,3
10041,P100237,4
10041,P100065,4
10041,P100143,4
10041,P100061,3
10041,P100145,5
10041,P100079,4
10041,P100241,5
10041,P100074,4
10041,P100326,4
10041,P100165,2
10042,P100287,4
10042,P100068,3
10042,P100240,3
10042,P100243,2
10042,P100071,3
10042,P100237,4
10042,P100065,4
10042,P100061,3
10042,P100246,6
10042,P100145,5
10042,P100079,4
10042,P100241,5
10042,P100074,4
10042,P100278,4
10042,P100025,4
10042,P100059,3
10042,P100073,3
10042,P100052,4
10042,P100060,2
10042,P100058,3
10042,P100082,6
10042,P100054,4
10042,P100007,5
10042,P100080,2
10042,P100045,5
10042,P100095,2
10042,P100051,5
10042,P100053,5
10043,P100287,4
10043,P100243,2
10043,P100071,3
10043,P100065,4
10043,P100061,3
10043,P100145,5
10043,P100079,4
10043,P100241,5
10043,P100074,4
10043,P100278,4
10043,P100109,5
10043,P100050,4
10043,P100239,5
10043,P100236,6
10043,P100271,3
10043,P100048,2
10043,P100036,3
10043,P100126,2
10043,P100056,4
10043,P100008,4
10043,P100258,5
10043,P100322,4
10043,P100101,3
10043,P100016,5
10044,P100259,5
10044,P100206,4
10044,P100038,3
10044,P100024,3
10044,P100012,3
10044,P100249,5
10044,P100049,3
10044,P100014,3
10044,P100001,6
10044,P100089,4
10044,P100132,4
10044,P100057,4
10044,P100039,2
10044,P100118,5
10044,P100006,4
10044,P100287,4
10044,P100068,3
10044,P100240,3
10044,P100243,2
10044,P100071,3
10044,P100237,4
10044,P100065,4
10044,P100143,4
10044,P100061,3
10044,P100246,6
10044,P100145,5
10044,P100079,4
10044,P100241,5
10044,P100074,4
10044,P100158,2
10044,P100326,4
10045,P100083,5
10045,P100052,4
10045,P100060,2
10045,P100058,3
10045,P100082,6
10045,P100051,5
10045,P100118,5
10045,P100059,3
10045,P100116,4
10045,P100107,3
10045,P100073,3
10045,P100053,5
10045,P100056,4
10045,P100078,5
10045,P100068,3
10045,P100241,5
10045,P100243,2
10045,P100079,4
10045,P100062,5
10045,P100065,4
10045,P100143,4
10045,P100061,3
10045,P100020,5
10045,P100145,5
10045,P100072,2
10045,P100074,4
10046,P100078,5
10046,P100068,3
10046,P100241,5
10046,P100243,2
10046,P100079,4
10046,P100062,5
10046,P100143,4
10046,P100020,5
10046,P100145,5
10046,P100227,2
10046,P100072,2
10046,P100074,4
10046,P100206,4
10046,P100024,3
10046,P100012,3
10046,P100043,5
10046,P100014,3
10046,P100001,6
10046,P100005,2
10046,P100039,2
10046,P100138,3
10046,P100006,4
10046,P100233,2
10046,P100007,5
10046,P100010,4
10046,P100262,5
10046,P100103,3
10047,P100006,4
10047,P100012,3
10047,P100244,4
10047,P100271,3
10047,P100024,3
10047,P100014,3
10047,P100259,5
10047,P100038,3
10047,P100246,6
10047,P100283,4
10047,P100101,3
10047,P100113,4
10047,P100120,4
10047,P100050,4
10047,P100305,3
10047,P100126,2
10047,P100109,5
10047,P100313,4
10047,P100138,3
10048,P100239,5
10048,P100283,4
10048,P100286,4
10048,P100056,4
10048,P100101,3
10048,P100113,4
10048,P100258,5
10048,P100120,4
10048,P100050,4
10048,P100305,3
10048,P100126,2
10048,P100312,3
10048,P100109,5
10048,P100313,4
10048,P100048,2
10048,P100016,5
10048,P100275,5
10048,P100280,2
10048,P100055,4
10048,P100284,6
10048,P100272,3
10048,P100257,5
10048,P100030,5
10048,P100270,5
10048,P100298,4
10048,P100087,4
10048,P100027,2
10048,P100304,3
10048,P100267,3
10048,P100029,3
10048,P100138,3
10048,P100044,5
10049,P100239,5
10049,P100283,4
10049,P100286,4
10049,P100056,4
10049,P100101,3
10049,P100113,4
10049,P100258,5
10049,P100120,4
10049,P100050,4
10049,P100305,3
10049,P100126,2
10049,P100312,3
10049,P100109,5
10049,P100313,4
10049,P100048,2
10049,P100016,5
10049,P100006,4
10049,P100206,4
10049,P100227,2
10049,P100012,3
10049,P100010,4
10049,P100244,4
10049,P100271,3
10049,P100024,3
10049,P100014,3
10049,P100259,5
10049,P100038,3
10049,P100049,3
10049,P100309,2
10049,P100311,2
10049,P100246,6
10049,P100001,6
10050,P100109,5
10050,P100050,4
10050,P100239,5
10050,P100236,6
10050,P100271,3
10050,P100048,2
10050,P100036,3
10050,P100126,2
10050,P100056,4
10050,P100008,4
10050,P100258,5
10050,P100127,2
10050,P100120,4
10050,P100101,3
10050,P100016,5
10050,P100135,5
10050,P100257,5
10050,P100030,5
10050,P100055,4
10050,P100267,3
10050,P100029,3
10050,P100027,2
10050,P100028,5
10050,P100165,2
10050,P100116,4
10050,P100107,3
10050,P100272,3
10050,P100018,5
10050,P100138,3
10050,P100270,5
10050,P100044,5
10051,P100050,4
10051,P100236,6
10051,P100048,2
10051,P100036,3
10051,P100049,3
10051,P100258,5
10051,P100120,4
10051,P100044,5
10051,P100045,5
10051,P100076,3
10051,P100038,3
10051,P100046,3
10051,P100245,3
10051,P100016,5
10051,P100206,4
10051,P100024,3
10051,P100012,3
10051,P100014,3
10051,P100001,6
10051,P100089,4
10051,P100005,2
10051,P100039,2
10051,P100138,3
10051,P100006,4
10051,P100233,2
10051,P100007,5
10051,P100010,4
10051,P100262,5
10051,P100103,3
10052,P100050,4
10052,P100236,6
10052,P100048,2
10052,P100036,3
10052,P100049,3
10052,P100258,5
10052,P100120,4
10052,P100044,5
10052,P100045,5
10052,P100076,3
10052,P100046,3
10052,P100245,3
10052,P100306,4
10052,P100016,5
10052,P100092,3
10052,P100238,4
10052,P100030,5
10052,P100029,3
10052,P100028,5
10052,P100018,5
10052,P100025,4
10052,P100041,6
10052,P100067,5
10052,P100099,4
10052,P100165,2
10052,P100291,3
10052,P100098,4
10052,P100071,3
10053,P100275,5
10053,P100257,5
10053,P100087,4
10053,P100030,5
10053,P100055,4
10053,P100267,3
10053,P100029,3
10053,P100027,2
10053,P100304,3
10053,P100272,3
10053,P100270,5
10053,P100280,2
10053,P100138,3
10053,P100298,4
10053,P100284,6
10053,P100044,5
10053,P100279,2
10053,P100295,3
10053,P100107,3
10053,P100235,5
10053,P100266,3
10053,P100247,2
10053,P100132,4
10053,P100036,3
10053,P100254,6
10053,P100242,5
10053,P100142,4
10053,P100307,3
10053,P100297,5
10053,P100219,3
10053,P100268,3
10053,P100158,2
10054,P100006,4
10054,P100206,4
10054,P100227,2
10054,P100012,3
10054,P100010,4
10054,P100244,4
10054,P100271,3
10054,P100024,3
10054,P100014,3
10054,P100259,5
10054,P100038,3
10054,P100049,3
10054,P100309,2
10054,P100311,2
10054,P100246,6
10054,P100001,6
10054,P100275,5
10054,P100280,2
10054,P100055,4
10054,P100284,6
10054,P100272,3
10054,P100257,5
10054,P100030,5
10054,P100270,5
10054,P100298,4
10054,P100087,4
10054,P100027,2
10054,P100304,3
10054,P100267,3
10054,P100029,3
10054,P100138,3
10054,P100044,5
10055,P100266,3
10055,P100279,2
10055,P100242,5
10055,P100158,2
10055,P100247,2
10055,P100036,3
10055,P100219,3
10055,P100295,3
10055,P100297,5
10055,P100268,3
10055,P100142,4
10055,P100107,3
10055,P100307,3
10055,P100132,4
10055,P100235,5
10055,P100275,5
10055,P100280,2
10055,P100055,4
10055,P100284,6
10055,P100272,3
10055,P100257,5
10055,P100030,5
10055,P100270,5
10055,P100298,4
10055,P100087,4
10055,P100027,2
10055,P100304,3
10055,P100267,3
10055,P100029,3
10055,P100138,3
10055,P100044,5
10056,P100006,4
10056,P100206,4
10056,P100227,2
10056,P100012,3
10056,P100010,4
10056,P100244,4
10056,P100271,3
10056,P100024,3
10056,P100014,3
10056,P100259,5
10056,P100038,3
10056,P100049,3
10056,P100309,2
10056,P100001,6
10056,P100275,5
10056,P100280,2
10056,P100055,4
10056,P100284,6
10056,P100272,3
10056,P100257,5
10056,P100030,5
10056,P100270,5
10056,P100298,4
10056,P100087,4
10056,P100027,2
10056,P100304,3
10056,P100267,3
10056,P100029,3
10056,P100138,3
10056,P100044,5
10057,P100254,6
10057,P100219,3
10057,P100247,2
10057,P100265,5
10057,P100263,2
10057,P100078,5
10057,P100250,4
