shift_player_key,shift_key,game_id,season_id,shift_index,player_id,player_name,player_number,venue,slot,position,team_name,team_id,period,shift_duration,player_rating,opp_avg_rating,rating_advantage,gf_all,ga_all,pm_all,gf_adj,ga_adj,pm_adj,cf,ca,cf_pct,cf_adj,ca_adj,logical_shift_number,cumulative_duration,shift_duration_id
SP1896900062AF3,SH1896900062,18969,N20252026F,62,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,2.0,4.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,6,602.0,SD01
SP1896900063AF3,SH1896900063,18969,N20252026F,63,P100002,Kevin White,91,away,forward_3,F3,Velodrome,N10010,2.0,94.0,4,4.25,-0.25,0,0,0,0.0,0.0,0.0,0,1,0.0,1.0625,0.0,6,696.0,SD05
SP1896900073AF2,SH1896900073,18969,N20252026F,73,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,70.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,7,766.0,SD04
SP1896900081AF2,SH1896900081,18969,N20252026F,81,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,50.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,1,1,50.0,0.95,1.0526315789473684,8,816.0,SD03
SP1896900082AF2,SH1896900082,18969,N20252026F,82,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,2.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,818.0,SD01
SP1896900083AF2,SH1896900083,18969,N20252026F,83,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,34.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,8,852.0,SD02
SP1896900084AF2,SH1896900084,18969,N20252026F,84,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,22.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,8,874.0,SD01
SP1896900085AF2,SH1896900085,18969,N20252026F,85,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,16.0,4,4.4,-0.4000000000000003,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,0.9090909090909092,8,890.0,SD01
SP1896900094AF2,SH1896900094,18969,N20252026F,94,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,15.0,4,4.2,-0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,1.05,0.0,9,905.0,SD01
SP1896900095AF2,SH1896900095,18969,N20252026F,95,P100002,Kevin White,91,away,forward_2,F2,Velodrome,N10010,3.0,10.0,4,3.8,0.2000000000000001,0,0,0,0.0,0.0,0.0,0,1,0.0,0.95,0.0,9,915.0,SD01
SP1896900097AX,SH1896900097,18969,N20252026F,97,P100002,Kevin White,91,away,xtra,X,Velodrome,N10010,3.0,24.0,4,4.0,0.0,0,0,0,0.0,0.0,0.0,0,1,0.0,1.0,0.0,10,939.0,SD01
SP1896900001AG,SH1896900001,18969,N20252026F,1,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,82.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,2,2,50.0,1.9,2.1052631578947367,1,82.0,SD04
SP1896900002AG,SH1896900002,18969,N20252026F,2,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,79.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,1,0.0,0.95,0.0,1,161.0,SD04
SP1896900003AG,SH1896900003,18969,N20252026F,3,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,9.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,170.0,SD01
SP1896900004AG,SH1896900004,18969,N20252026F,4,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,29.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,199.0,SD01
SP1896900005AG,SH1896900005,18969,N20252026F,5,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,4.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,203.0,SD01
SP1896900006AG,SH1896900006,18969,N20252026F,6,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,8.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,211.0,SD01
SP1896900007AG,SH1896900007,18969,N20252026F,7,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,102.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,1,2,33.33333333333333,2.1,0.9523809523809524,1,313.0,SD05
SP1896900008AG,SH1896900008,18969,N20252026F,8,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,7.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,0,1,0.0,1.05,0.0,1,320.0,SD01
SP1896900009AG,SH1896900009,18969,N20252026F,9,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,16.0,5,3.8,1.2000000000000002,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,336.0,SD01
SP1896900010AG,SH1896900010,18969,N20252026F,10,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,9.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,345.0,SD01
SP1896900011AG,SH1896900011,18969,N20252026F,11,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,25.0,5,3.6,1.4,0,1,-1,0.0,1.1111111111111112,-1.1111111111111112,1,1,50.0,0.9,1.1111111111111112,1,370.0,SD01
SP1896900012AG,SH1896900012,18969,N20252026F,12,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,35.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,405.0,SD02
SP1896900013AG,SH1896900013,18969,N20252026F,13,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,52.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,1,1,50.0,0.9,1.1111111111111112,1,457.0,SD03
SP1896900014AG,SH1896900014,18969,N20252026F,14,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,49.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,1.1111111111111112,1,506.0,SD03
SP1896900015AG,SH1896900015,18969,N20252026F,15,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,9.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,515.0,SD01
SP1896900016AG,SH1896900016,18969,N20252026F,16,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,23.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,538.0,SD01
SP1896900017AG,SH1896900017,18969,N20252026F,17,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,6.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,544.0,SD01
SP1896900018AG,SH1896900018,18969,N20252026F,18,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,7.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,551.0,SD01
SP1896900019AG,SH1896900019,18969,N20252026F,19,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,14.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,0,0,50.0,0.0,0.0,1,565.0,SD01
SP1896900020AG,SH1896900020,18969,N20252026F,20,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,18.0,5,4.4,0.5999999999999996,0,0,0,0.0,0.0,0.0,1,1,50.0,1.1,0.9090909090909092,1,583.0,SD01
SP1896900021AG,SH1896900021,18969,N20252026F,21,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,56.0,5,4.2,0.7999999999999998,0,0,0,0.0,0.0,0.0,3,0,100.0,0.0,2.857142857142857,1,639.0,SD03
SP1896900022AG,SH1896900022,18969,N20252026F,22,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,57.0,5,4.0,1.0,0,0,0,0.0,0.0,0.0,1,0,100.0,0.0,1.0,1,696.0,SD03
SP1896900023AG,SH1896900023,18969,N20252026F,23,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,37.0,5,4.0,1.0,1,0,1,1.0,0.0,1.0,2,1,66.66666666666666,1.0,2.0,1,733.0,SD02
SP1896900024AG,SH1896900024,18969,N20252026F,24,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,61.0,5,3.4,1.6,0,0,0,0.0,0.0,0.0,3,1,75.0,0.85,3.5294117647058822,1,794.0,SD04
SP1896900025AG,SH1896900025,18969,N20252026F,25,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,79.0,5,3.6,1.4,0,0,0,0.0,0.0,0.0,1,2,33.33333333333333,1.8,1.1111111111111112,1,873.0,SD04
SP1896900026AG,SH1896900026,18969,N20252026F,26,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,5.0,5,3.6,1.4,1,0,1,0.9,0.0,0.9,0,1,0.0,0.9,0.0,1,878.0,SD01
SP1896900027AG,SH1896900027,18969,N20252026F,27,P100016,Wyatt Crandall,39,away,goalie,G,Velodrome,N10010,1.0,65.0,5,4.4,0.5999999999999996,0,0,0,0.0,0.0,0.0,0,1,0.0,1.1,0.0,1,943.0,SD04
