wowy_key,game_id,player_id,teammate_id,toi_with,toi_without,toi_total,pct_with,player_1_id,player_2_id,venue,shifts_together,p1_shifts_without_p2,p2_shifts_without_p1,total_p1_shifts,total_p2_shifts,p1_logical_shifts,p2_logical_shifts,venue_id,home_team_id,away_team_id,toi_together,toi_apart,gf_pct_together,gf_pct_apart,gf_pct_delta,cf_pct_together,cf_pct_apart,cf_pct_delta,xgf_pct_together,xgf_pct_apart,xgf_pct_delta,relative_corsi,relative_fenwick,player_1_name,player_2_name
WY1896902233548,18969,P100210,P100024,25.0,1218.0,1243.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896935484588,18969,P100024,P100117,450.0,634.0,1084.0,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945883548,18969,P100117,P100024,450.0,1085.0,1535.0,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909573945,18969,P100023,P100027,407.0,1347.0,1754.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896939450957,18969,P100027,P100023,407.0,818.0,1225.0,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896939459813,18969,P100027,P100107,375.0,850.0,1225.0,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998133945,18969,P100107,P100027,375.0,1105.0,1480.0,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896939454588,18969,P100027,P100117,540.0,685.0,1225.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945883945,18969,P100117,P100027,540.0,995.0,1535.0,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908128855,18969,P100039,P100198,605.0,652.0,1257.0,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988550812,18969,P100198,P100039,605.0,1042.0,1647.0,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908121796,18969,P100039,P100201,677.0,580.0,1257.0,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917960812,18969,P100201,P100039,677.0,915.0,1592.0,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987661796,18969,P100108,P100201,455.0,468.0,923.0,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917968766,18969,P100201,P100108,455.0,1137.0,1592.0,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914528855,18969,P100161,P100198,663.0,694.0,1357.0,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988551452,18969,P100198,P100161,663.0,984.0,1647.0,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914521796,18969,P100161,P100201,743.0,614.0,1357.0,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917961452,18969,P100201,P100161,743.0,849.0,1592.0,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908129472,18969,P100039,P100093,698.0,559.0,1257.0,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994720812,18969,P100093,P100039,698.0,598.0,1296.0,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991499472,18969,P100070,P100093,378.0,1191.0,1569.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994729149,18969,P100093,P100070,378.0,918.0,1296.0,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994721452,18969,P100093,P100161,760.0,536.0,1296.0,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914529472,18969,P100161,P100093,760.0,597.0,1357.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937709862,18969,P100110,P100192,470.0,267.0,737.0,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998623770,18969,P100192,P100110,470.0,1235.0,1705.0,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961457384,18969,P100022,P100030,267.0,728.0,995.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973846145,18969,P100030,P100022,267.0,1413.0,1680.0,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973843770,18969,P100030,P100110,168.0,1512.0,1680.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937707384,18969,P100110,P100030,168.0,569.0,737.0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914522219,18969,P100161,P100224,77.0,1280.0,1357.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922191452,18969,P100224,P100161,77.0,800.0,877.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937739472,18969,P100001,P100093,440.0,1290.0,1730.0,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994723773,18969,P100093,P100001,440.0,856.0,1296.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937732219,18969,P100001,P100224,453.0,1277.0,1730.0,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922193773,18969,P100224,P100001,453.0,424.0,877.0,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937738191,18969,P100001,P100002,499.0,1231.0,1730.0,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981913773,18969,P100002,P100001,499.0,440.0,939.0,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994728583,18969,P100093,P100105,199.0,1097.0,1296.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985839472,18969,P100105,P100093,199.0,846.0,1045.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961455952,18969,P100022,P100025,222.0,773.0,995.0,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959526145,18969,P100025,P100022,222.0,1344.0,1566.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959523770,18969,P100025,P100110,181.0,1385.0,1566.0,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937705952,18969,P100110,P100025,181.0,556.0,737.0,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959520223,18969,P100025,P100210,535.0,1031.0,1566.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896902235952,18969,P100210,P100025,535.0,708.0,1243.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959524420,18969,P100025,P100222,659.0,907.0,1566.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944205952,18969,P100222,P100025,659.0,408.0,1067.0,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959524588,18969,P100025,P100117,562.0,1004.0,1566.0,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945885952,18969,P100117,P100025,562.0,973.0,1535.0,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896939454420,18969,P100027,P100222,112.0,1113.0,1225.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944203945,18969,P100222,P100027,112.0,955.0,1067.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973844588,18969,P100030,P100117,578.0,1102.0,1680.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945887384,18969,P100117,P100030,578.0,957.0,1535.0,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945884420,18969,P100117,P100222,436.0,1099.0,1535.0,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944204588,18969,P100222,P100117,436.0,631.0,1067.0,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945171796,18969,P100064,P100201,409.0,615.0,1024.0,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917964517,18969,P100201,P100064,409.0,1183.0,1592.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992041796,18969,P100132,P100201,409.0,559.0,968.0,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917969204,18969,P100201,P100132,409.0,1183.0,1592.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945179472,18969,P100064,P100093,372.0,652.0,1024.0,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994724517,18969,P100093,P100064,372.0,924.0,1296.0,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994729204,18969,P100093,P100132,320.0,976.0,1296.0,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896992049472,18969,P100132,P100093,320.0,648.0,968.0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908128583,18969,P100039,P100105,332.0,925.0,1257.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985830812,18969,P100105,P100039,332.0,713.0,1045.0,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985831452,18969,P100105,P100161,336.0,709.0,1045.0,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914528583,18969,P100161,P100105,336.0,1021.0,1357.0,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981918766,18969,P100002,P100108,439.0,500.0,939.0,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987668191,18969,P100108,P100002,439.0,484.0,923.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987662219,18969,P100108,P100224,428.0,495.0,923.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896922198766,18969,P100224,P100108,428.0,449.0,877.0,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896961453945,18969,P100022,P100027,161.0,834.0,995.0,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896939456145,18969,P100027,P100022,161.0,1064.0,1225.0,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896985838766,18969,P100105,P100108,95.0,950.0,1045.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987668583,18969,P100108,P100105,95.0,828.0,923.0,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896991498855,18969,P100070,P100198,362.0,1207.0,1569.0,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896988559149,18969,P100198,P100070,362.0,1285.0,1647.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896945171452,18969,P100064,P100161,56.0,968.0,1024.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914524517,18969,P100161,P100064,56.0,1301.0,1357.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937704420,18969,P100110,P100222,75.0,662.0,737.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896944203770,18969,P100222,P100110,75.0,992.0,1067.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896973849813,18969,P100030,P100107,10.0,1670.0,1680.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896998137384,18969,P100107,P100030,10.0,1470.0,1480.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896935483770,18969,P100024,P100110,72.0,1012.0,1084.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937703548,18969,P100110,P100024,72.0,665.0,737.0,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981910812,18969,P100002,P100039,115.0,824.0,939.0,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896908128191,18969,P100039,P100002,115.0,1142.0,1257.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896994728766,18969,P100093,P100108,92.0,1204.0,1296.0,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896987669472,18969,P100108,P100093,92.0,831.0,923.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896909575952,18969,P100023,P100025,90.0,1664.0,1754.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896959520957,18969,P100025,P100023,90.0,1476.0,1566.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896937731796,18969,P100001,P100201,82.0,1648.0,1730.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896917963773,18969,P100201,P100001,82.0,1510.0,1592.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896981911452,18969,P100002,P100161,24.0,915.0,939.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1896914528191,18969,P100161,P100002,24.0,1333.0,1357.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897737730643,18977,P100001,P100016,1647.0,0.0,1647.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706433773,18977,P100016,P100001,1647.0,1593.0,3240.0,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897737730812,18977,P100001,P100039,640.0,1007.0,1647.0,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897708123773,18977,P100039,P100001,640.0,497.0,1137.0,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897737739882,18977,P100001,P100159,524.0,1123.0,1647.0,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897798823773,18977,P100159,P100001,524.0,754.0,1278.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897737731452,18977,P100001,P100161,624.0,1023.0,1647.0,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897714523773,18977,P100161,P100001,624.0,511.0,1135.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706430812,18977,P100016,P100039,1137.0,2103.0,3240.0,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897708120643,18977,P100039,P100016,1137.0,0.0,1137.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706439882,18977,P100016,P100159,1278.0,1962.0,3240.0,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897798820643,18977,P100159,P100016,1278.0,0.0,1278.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706431452,18977,P100016,P100161,1135.0,2105.0,3240.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897714520643,18977,P100161,P100016,1135.0,0.0,1135.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897708129882,18977,P100039,P100159,372.0,765.0,1137.0,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897798820812,18977,P100159,P100039,372.0,906.0,1278.0,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897708121452,18977,P100039,P100161,1091.0,46.0,1137.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897714520812,18977,P100161,P100039,1091.0,44.0,1135.0,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897798821452,18977,P100159,P100161,351.0,927.0,1278.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897714529882,18977,P100161,P100159,351.0,784.0,1135.0,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897775309345,18977,P100084,P100086,771.0,1144.0,1915.0,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897793457530,18977,P100086,P100084,771.0,834.0,1605.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897775307162,18977,P100084,P100088,1792.0,123.0,1915.0,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897771627530,18977,P100088,P100084,1792.0,54.0,1846.0,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897775302592,18977,P100084,P100096,1860.0,55.0,1915.0,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725927530,18977,P100096,P100084,1860.0,1325.0,3185.0,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897775306385,18977,P100084,P100097,334.0,1581.0,1915.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897763857530,18977,P100097,P100084,334.0,521.0,855.0,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897793457162,18977,P100086,P100088,731.0,874.0,1605.0,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897771629345,18977,P100088,P100086,731.0,1115.0,1846.0,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897793452592,18977,P100086,P100096,1550.0,55.0,1605.0,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725929345,18977,P100096,P100086,1550.0,1635.0,3185.0,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897793456385,18977,P100086,P100097,724.0,881.0,1605.0,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897763859345,18977,P100097,P100086,724.0,131.0,855.0,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897771622592,18977,P100088,P100096,1791.0,55.0,1846.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725927162,18977,P100096,P100088,1791.0,1394.0,3185.0,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897771626385,18977,P100088,P100097,286.0,1560.0,1846.0,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897763857162,18977,P100097,P100088,286.0,569.0,855.0,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725926385,18977,P100096,P100097,855.0,2330.0,3185.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897763852592,18977,P100097,P100096,855.0,0.0,855.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781910643,18977,P100002,P100016,993.0,0.0,993.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706438191,18977,P100016,P100002,993.0,2247.0,3240.0,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781919149,18977,P100002,P100070,467.0,526.0,993.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791498191,18977,P100070,P100002,467.0,897.0,1364.0,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781918766,18977,P100002,P100108,647.0,346.0,993.0,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897787668191,18977,P100108,P100002,647.0,350.0,997.0,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781911796,18977,P100002,P100201,686.0,307.0,993.0,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717968191,18977,P100201,P100002,686.0,907.0,1593.0,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781911252,18977,P100002,P100230,751.0,242.0,993.0,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712528191,18977,P100230,P100002,751.0,174.0,925.0,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706439149,18977,P100016,P100070,1364.0,1876.0,3240.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791490643,18977,P100070,P100016,1364.0,0.0,1364.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706438766,18977,P100016,P100108,997.0,2243.0,3240.0,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897787660643,18977,P100108,P100016,997.0,0.0,997.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706431796,18977,P100016,P100201,1593.0,1647.0,3240.0,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717960643,18977,P100201,P100016,1593.0,0.0,1593.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706431252,18977,P100016,P100230,925.0,2315.0,3240.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712520643,18977,P100230,P100016,925.0,0.0,925.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791498766,18977,P100070,P100108,300.0,1064.0,1364.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897787669149,18977,P100108,P100070,300.0,697.0,997.0,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791491796,18977,P100070,P100201,591.0,773.0,1364.0,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717969149,18977,P100201,P100070,591.0,1002.0,1593.0,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791491252,18977,P100070,P100230,415.0,949.0,1364.0,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712529149,18977,P100230,P100070,415.0,510.0,925.0,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897787661796,18977,P100108,P100201,692.0,305.0,997.0,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717968766,18977,P100201,P100108,692.0,901.0,1593.0,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897787661252,18977,P100108,P100230,486.0,511.0,997.0,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712528766,18977,P100230,P100108,486.0,439.0,925.0,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717961252,18977,P100201,P100230,651.0,942.0,1593.0,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712521796,18977,P100230,P100201,651.0,274.0,925.0,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897723149952,18977,P100047,P100091,268.0,1351.0,1619.0,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897799522314,18977,P100091,P100047,268.0,716.0,984.0,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897723142592,18977,P100047,P100096,1564.0,55.0,1619.0,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725922314,18977,P100096,P100047,1564.0,1621.0,3185.0,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897723143493,18977,P100047,P100100,750.0,869.0,1619.0,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897734932314,18977,P100100,P100047,750.0,645.0,1395.0,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897723145279,18977,P100047,P100123,1091.0,528.0,1619.0,67.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897752792314,18977,P100123,P100047,1091.0,642.0,1733.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897723141304,18977,P100047,P100211,395.0,1224.0,1619.0,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897713042314,18977,P100211,P100047,395.0,748.0,1143.0,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897799522592,18977,P100091,P100096,984.0,0.0,984.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725929952,18977,P100096,P100091,984.0,2201.0,3185.0,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897799523493,18977,P100091,P100100,769.0,215.0,984.0,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897734939952,18977,P100100,P100091,769.0,626.0,1395.0,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897799525279,18977,P100091,P100123,535.0,449.0,984.0,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897752799952,18977,P100123,P100091,535.0,1198.0,1733.0,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897799521304,18977,P100091,P100211,330.0,654.0,984.0,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897713049952,18977,P100211,P100091,330.0,813.0,1143.0,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725923493,18977,P100096,P100100,1340.0,1845.0,3185.0,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897734932592,18977,P100100,P100096,1340.0,55.0,1395.0,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725925279,18977,P100096,P100123,1678.0,1507.0,3185.0,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897752792592,18977,P100123,P100096,1678.0,55.0,1733.0,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725921304,18977,P100096,P100211,1143.0,2042.0,3185.0,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897713042592,18977,P100211,P100096,1143.0,0.0,1143.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897734935279,18977,P100100,P100123,546.0,849.0,1395.0,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897752793493,18977,P100123,P100100,546.0,1187.0,1733.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897734931304,18977,P100100,P100211,515.0,880.0,1395.0,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897713043493,18977,P100211,P100100,515.0,628.0,1143.0,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897752791304,18977,P100123,P100211,684.0,1049.0,1733.0,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897713045279,18977,P100211,P100123,684.0,459.0,1143.0,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897781918583,18977,P100002,P100105,246.0,747.0,993.0,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897785838191,18977,P100105,P100002,246.0,910.0,1156.0,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706438583,18977,P100016,P100105,1156.0,2084.0,3240.0,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897785830643,18977,P100105,P100016,1156.0,0.0,1156.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897791498583,18977,P100070,P100105,693.0,671.0,1364.0,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897785839149,18977,P100105,P100070,693.0,463.0,1156.0,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897785831796,18977,P100105,P100201,260.0,896.0,1156.0,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897717968583,18977,P100201,P100105,260.0,1333.0,1593.0,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897785831252,18977,P100105,P100230,330.0,826.0,1156.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897712528583,18977,P100230,P100105,330.0,595.0,925.0,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706867530,18977,P100049,P100084,550.0,611.0,1161.0,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897775300686,18977,P100084,P100049,550.0,1365.0,1915.0,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706867162,18977,P100049,P100088,464.0,697.0,1161.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897771620686,18977,P100088,P100049,464.0,1382.0,1846.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897706862592,18977,P100049,P100096,1161.0,0.0,1161.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY1897725920686,18977,P100096,P100049,1161.0,2024.0,3185.0,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
