event_player_key,event_key,game_id,player_id,event_index,player_role,role_number,period,event_type,player_game_number,linked_event_index,tracking_event_index,event_start_min,event_start_sec,event_end_min,event_end_sec,role_abrev,event_team_zone,home_team_zone,away_team_zone,team_venue,team_venue_abv,side_of_puck,sequence_index,play_index,play_detail1,play_detail_2,play_detail_successful,pressured_pressurer,zone_change_index,home_team,away_team,Type,event_detail,event_detail_2,event_successful,shift_index,duration,time_start_total_seconds,time_end_total_seconds,running_intermission_duration,period_start_total_running_seconds,running_video_time,event_running_start,event_running_end,player_team,player_name,play_detail,period_id,venue_id,event_type_id,event_detail_id,event_detail_2_id,success_id,play_detail_success_id,zone_id,play_detail_id,play_detail_2_id,role_id,home_team_id,away_team_id,player_team_id,shift_key
EP1898107383,EV1898101682,18981,P100111,1682.0,event_team_player_2,2.0,2.0,Shot,3.0,,1682.0,7.0,50.0,,,e,o,o,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,57.0,0.0,470.0,470.0,72.0,1152.0,1762.0,1757.0,1762.0,Nelson,Michelle Freddolino,,P0002,VN0001,ET0016,ED0031,E20062,,,ZN0001,,,RL0002,N10004,N10010,N10004,SH1898100057
EP1898107384,EV1898101682,18981,P100108,1682.0,opp_team_player_1,1.0,2.0,Shot,22.0,,1682.0,7.0,50.0,,,o,o,o,,Home,h,Defensive,,,,,,,297.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,57.0,0.0,470.0,470.0,72.0,1152.0,1762.0,1757.0,1762.0,Velodrome,Robert Mayfield,,P0002,VN0001,ET0016,ED0031,E20062,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107385,EV1898101683,18981,P100079,1683.0,event_team_player_1,1.0,2.0,Pass,44.0,,1683.0,7.0,41.0,,,e,,,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Backhand,,57.0,0.0,461.0,461.0,72.0,1152.0,1771.0,1766.0,1771.0,Nelson,Joe Lopez,,P0002,VN0001,ET0009,ED0010,E20021,,,,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107386,EV1898101683,18981,P100119,1683.0,event_team_player_2,2.0,2.0,Pass,37.0,,1683.0,7.0,41.0,,,e,,,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Backhand,,57.0,0.0,461.0,461.0,72.0,1152.0,1771.0,1766.0,1771.0,Nelson,Eric Elliott,,P0002,VN0001,ET0009,ED0010,E20021,,,,,,RL0002,N10004,N10010,N10004,SH1898100057
EP1898107387,EV1898101683,18981,P100039,1683.0,opp_team_player_1,1.0,2.0,Pass,75.0,,1683.0,7.0,41.0,,,o,,,,Home,h,Defensive,,,,,,,297.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Backhand,,57.0,0.0,461.0,461.0,72.0,1152.0,1771.0,1766.0,1771.0,Velodrome,Nicole Downs,,P0002,VN0001,ET0009,ED0010,E20021,,,,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107388,EV1898101684,18981,P100119,1684.0,event_team_player_1,1.0,2.0,Shot,37.0,,1684.0,7.0,40.0,,,e,o,o,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,57.0,0.0,460.0,460.0,72.0,1152.0,1772.0,1767.0,1772.0,Nelson,Eric Elliott,,P0002,VN0001,ET0016,ED0031,E20062,,,ZN0001,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107389,EV1898101684,18981,P100108,1684.0,opp_team_player_1,1.0,2.0,Shot,22.0,,1684.0,7.0,40.0,,,o,o,o,,Home,h,Defensive,,,,,,,297.0,Nelson,Velodrome,Shot,Shot_Blocked,Shot-Wrist,,57.0,0.0,460.0,460.0,72.0,1152.0,1772.0,1767.0,1772.0,Velodrome,Robert Mayfield,,P0002,VN0001,ET0016,ED0031,E20062,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107390,EV1898101685,18981,P100061,1685.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,23.0,,1685.0,7.0,38.0,,,e,,,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Keepin,Zone-KeepIn,,57.0,0.0,458.0,458.0,72.0,1152.0,1774.0,1769.0,1774.0,Nelson,Eric Larson,,P0002,VN0001,ET0020,ED0058,E20075,,,,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107391,EV1898101686,18981,P100061,1686.0,event_team_player_1,1.0,2.0,Turnover,23.0,,1686.0,7.0,38.0,,,e,,,,Home,h,Offensive,,,,,,,297.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,57.0,0.0,458.0,458.0,72.0,1152.0,1774.0,1769.0,1774.0,Nelson,Eric Larson,,P0002,VN0001,ET0019,ED0048,E20007,,,,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107392,EV1898101686,18981,P100159,1686.0,opp_team_player_1,1.0,2.0,Turnover,87.0,,1686.0,7.0,38.0,,,o,,,,Home,h,Defensive,,,,,,,297.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-Misplayed,,57.0,0.0,458.0,458.0,72.0,1152.0,1774.0,1769.0,1774.0,Velodrome,Josh Cronk,,P0002,VN0001,ET0019,ED0048,E20007,,,,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107393,EV1898101687,18981,P100159,1687.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,87.0,,1687.0,7.0,37.0,,,e,d,o,,Away,a,Offensive,,,,,,,298.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-CausedTurnover,,57.0,0.0,457.0,457.0,72.0,1152.0,1775.0,1770.0,1775.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0020,ED0053,E20088,,,ZN0002,,,RL0001,N10004,N10010,N10010,SH1898100057
EP1898107394,EV1898101687,18981,P100061,1687.0,opp_team_player_1,1.0,2.0,Zone_Entry_Exit,23.0,,1687.0,7.0,37.0,,,o,d,o,,Away,a,Defensive,,,,,,,299.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-CausedTurnover,,57.0,0.0,457.0,457.0,72.0,1152.0,1775.0,1770.0,1775.0,Nelson,Eric Larson,,P0002,VN0002,ET0020,ED0053,E20088,,,ZN0002,,,RL0008,N10004,N10010,N10004,SH1898100057
EP1898107395,EV1898101688,18981,P100119,1688.0,event_team_player_1,1.0,2.0,Possession,37.0,,1688.0,7.0,31.0,7.0,30.0,e,,,,Home,h,Offensive,,,,,,,299.0,Nelson,Velodrome,Possession,,,,57.0,1.0,451.0,450.0,72.0,1152.0,1781.0,1776.0,1782.0,Nelson,Eric Elliott,,P0002,VN0001,ET0013,,,,,,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107396,EV1898101688,18981,P100039,1688.0,opp_team_player_1,1.0,2.0,Possession,75.0,,1688.0,7.0,31.0,7.0,30.0,o,,,,Home,h,Defensive,,,,,,,299.0,Nelson,Velodrome,Possession,,,,57.0,1.0,451.0,450.0,72.0,1152.0,1781.0,1776.0,1782.0,Velodrome,Nicole Downs,,P0002,VN0001,ET0013,,,,,,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107397,EV1898101689,18981,P100119,1689.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,37.0,,1689.0,7.0,30.0,,,e,o,o,,Home,h,Offensive,,,,,,,300.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Chip,,57.0,0.0,450.0,450.0,72.0,1152.0,1782.0,1777.0,1782.0,Nelson,Eric Elliott,,P0002,VN0001,ET0020,ED0052,E20078,,,ZN0001,,,RL0001,N10004,N10010,N10004,SH1898100057
EP1898107398,EV1898101689,18981,P100039,1689.0,opp_team_player_1,1.0,2.0,Zone_Entry_Exit,75.0,,1689.0,7.0,30.0,,,o,o,o,,Home,h,Defensive,,,,,,,301.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Chip,,57.0,0.0,450.0,450.0,72.0,1152.0,1782.0,1777.0,1782.0,Velodrome,Nicole Downs,,P0002,VN0001,ET0020,ED0052,E20078,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100057
EP1898107399,EV1898101689,18981,P100093,1689.0,opp_team_player_2,2.0,2.0,Zone_Entry_Exit,93.0,,1689.0,7.0,30.0,,,o,o,o,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-Chip,,57.0,0.0,450.0,450.0,72.0,1152.0,1782.0,1777.0,1782.0,Velodrome,Pat Major,,P0002,VN0001,ET0020,ED0052,E20078,,,ZN0001,,,RL0009,N10004,N10010,N10010,SH1898100057
EP1898107400,EV1898101690,18981,P100119,1690.0,event_team_player_1,1.0,2.0,Pass,37.0,,1690.0,7.0,25.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,58.0,0.0,445.0,445.0,72.0,1152.0,1787.0,1782.0,1787.0,Nelson,Eric Elliott,,P0002,VN0001,ET0009,ED0010,E20026,,,,,,RL0001,N10004,N10010,N10004,SH1898100058
EP1898107401,EV1898101690,18981,P100111,1690.0,event_team_player_2,2.0,2.0,Pass,3.0,,1690.0,7.0,25.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,58.0,0.0,445.0,445.0,72.0,1152.0,1787.0,1782.0,1787.0,Nelson,Michelle Freddolino,,P0002,VN0001,ET0009,ED0010,E20026,,,,,,RL0002,N10004,N10010,N10004,SH1898100058
EP1898107402,EV1898101690,18981,P100093,1690.0,opp_team_player_1,1.0,2.0,Pass,93.0,,1690.0,7.0,25.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,58.0,0.0,445.0,445.0,72.0,1152.0,1787.0,1782.0,1787.0,Velodrome,Pat Major,,P0002,VN0001,ET0009,ED0010,E20026,,,,,,RL0008,N10004,N10010,N10010,SH1898100058
EP1898107403,EV1898101690,18981,P100108,1690.0,opp_team_player_2,2.0,2.0,Pass,22.0,,1690.0,7.0,25.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Forehand,,58.0,0.0,445.0,445.0,72.0,1152.0,1787.0,1782.0,1787.0,Velodrome,Robert Mayfield,,P0002,VN0001,ET0009,ED0010,E20026,,,,,,RL0009,N10004,N10010,N10010,SH1898100058
EP1898107404,EV1898101691,18981,P100111,1691.0,event_team_player_1,1.0,2.0,Shot,3.0,,1691.0,7.0,24.0,,,e,o,o,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Shot,Shot_OnNetSaved,Shot-Tip,,58.0,0.0,444.0,444.0,72.0,1152.0,1788.0,1783.0,1788.0,Nelson,Michelle Freddolino,,P0002,VN0001,ET0016,ED0040,E20060,,,ZN0001,,,RL0001,N10004,N10010,N10004,SH1898100058
EP1898107405,EV1898101691,18981,P100016,1691.0,opp_team_player_1,1.0,2.0,Shot,39.0,,1691.0,7.0,24.0,,,o,o,o,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Shot,Shot_OnNetSaved,Shot-Tip,,58.0,0.0,444.0,444.0,72.0,1152.0,1788.0,1783.0,1788.0,Velodrome,Wyatt Crandall,,P0002,VN0001,ET0016,ED0040,E20060,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100058
EP1898107406,EV1898101692,18981,P100016,1692.0,event_team_player_1,1.0,2.0,Save,39.0,,1692.0,7.0,24.0,,,e,d,o,,Away,a,Defensive,,,,,,,302.0,Nelson,Velodrome,Save,Save_Freeze,Save-LeftPad,,58.0,0.0,444.0,444.0,72.0,1152.0,1788.0,1783.0,1788.0,Velodrome,Wyatt Crandall,,P0002,VN0002,ET0015,ED0027,E20048,,,ZN0002,,,RL0001,N10004,N10010,N10010,SH1898100058
EP1898107407,EV1898101692,18981,P100111,1692.0,opp_team_player_1,1.0,2.0,Save,3.0,,1692.0,7.0,24.0,,,o,d,o,,Away,a,Offensive,,,,,,,302.0,Nelson,Velodrome,Save,Save_Freeze,Save-LeftPad,,58.0,0.0,444.0,444.0,72.0,1152.0,1788.0,1783.0,1788.0,Nelson,Michelle Freddolino,,P0002,VN0002,ET0015,ED0027,E20048,,,ZN0002,,,RL0008,N10004,N10010,N10004,SH1898100058
EP1898107408,EV1898101693,18981,P100016,1693.0,event_team_player_1,1.0,2.0,Stoppage,39.0,,1693.0,7.0,24.0,,,e,d,o,,Away,a,,,,,,,,302.0,Nelson,Velodrome,Stoppage,Stoppage_Play,Stoppage-GoalieStoppage,,58.0,0.0,444.0,444.0,72.0,1152.0,1788.0,1783.0,1788.0,Velodrome,Wyatt Crandall,,P0002,VN0002,ET0017,ED0044,E20065,,,ZN0002,,,RL0001,N10004,N10010,N10010,SH1898100058
EP1898107409,EV1898101694,18981,P100016,1694.0,event_team_player_1,1.0,2.0,DeadIce,39.0,,1694.0,7.0,24.0,7.0,2.0,e,d,o,,Away,a,,,,,,,,302.0,Nelson,Velodrome,DeadIce,,,,58.0,22.0,444.0,422.0,72.0,1152.0,1788.0,1783.0,1810.0,Velodrome,Wyatt Crandall,,P0002,VN0002,ET0002,,,,,ZN0002,,,RL0001,N10004,N10010,N10010,SH1898100058
EP1898107410,EV1898101695,18981,P100078,1695.0,event_team_player_1,1.0,2.0,Faceoff,10.0,,1695.0,7.0,2.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Faceoff,Faceoff_AfterStoppage,,,59.0,0.0,422.0,422.0,72.0,1152.0,1810.0,1805.0,1810.0,Nelson,Kyle Popovich,,P0002,VN0001,ET0003,ED0005,,,,,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107411,EV1898101695,18981,P100074,1695.0,event_team_player_2,2.0,2.0,Faceoff,8.0,,1695.0,7.0,2.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Faceoff,Faceoff_AfterStoppage,,,59.0,0.0,422.0,422.0,72.0,1152.0,1810.0,1805.0,1810.0,Nelson,Marko Somersalmi,,P0002,VN0001,ET0003,ED0005,,,,,,,RL0002,N10004,N10010,N10004,SH1898100059
EP1898107412,EV1898101695,18981,P100159,1695.0,opp_team_player_1,1.0,2.0,Faceoff,87.0,,1695.0,7.0,2.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Faceoff,Faceoff_AfterStoppage,,,59.0,0.0,422.0,422.0,72.0,1152.0,1810.0,1805.0,1810.0,Velodrome,Josh Cronk,,P0002,VN0001,ET0003,ED0005,,,,,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107413,EV1898101696,18981,P100074,1696.0,event_team_player_1,1.0,2.0,Shot,8.0,,1696.0,7.0,1.0,,,e,o,o,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,,59.0,0.0,421.0,421.0,72.0,1152.0,1811.0,1806.0,1811.0,Nelson,Marko Somersalmi,,P0002,VN0001,ET0016,ED0034,E20062,,,ZN0001,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107414,EV1898101696,18981,P100078,1696.0,event_team_player_2,2.0,2.0,Shot,10.0,,1696.0,7.0,1.0,,,e,o,o,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,,59.0,0.0,421.0,421.0,72.0,1152.0,1811.0,1806.0,1811.0,Nelson,Kyle Popovich,,P0002,VN0001,ET0016,ED0034,E20062,,,ZN0001,,,RL0002,N10004,N10010,N10004,SH1898100059
EP1898107415,EV1898101696,18981,P100093,1696.0,opp_team_player_1,1.0,2.0,Shot,93.0,,1696.0,7.0,1.0,,,o,o,o,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Shot,Shot_BlockedSameTeam,Shot-Wrist,,59.0,0.0,421.0,421.0,72.0,1152.0,1811.0,1806.0,1811.0,Velodrome,Pat Major,,P0002,VN0001,ET0016,ED0034,E20062,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107416,EV1898101697,18981,P100111,1697.0,event_team_player_1,1.0,2.0,Possession,3.0,,1697.0,6.0,56.0,6.0,54.0,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Possession,,,,59.0,2.0,416.0,414.0,72.0,1152.0,1816.0,1811.0,1818.0,Nelson,Michelle Freddolino,,P0002,VN0001,ET0013,,,,,,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107417,EV1898101698,18981,P100111,1698.0,event_team_player_1,1.0,2.0,Pass,3.0,,1698.0,6.0,54.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Forehand,,59.0,0.0,414.0,414.0,72.0,1152.0,1818.0,1813.0,1818.0,Nelson,Michelle Freddolino,,P0002,VN0001,ET0009,ED0011,E20026,,,,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107418,EV1898101698,18981,P100078,1698.0,event_team_player_2,2.0,2.0,Pass,10.0,,1698.0,6.0,54.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Forehand,,59.0,0.0,414.0,414.0,72.0,1152.0,1818.0,1813.0,1818.0,Nelson,Kyle Popovich,,P0002,VN0001,ET0009,ED0011,E20026,,,,,,RL0002,N10004,N10010,N10004,SH1898100059
EP1898107419,EV1898101698,18981,P100093,1698.0,opp_team_player_1,1.0,2.0,Pass,93.0,,1698.0,6.0,54.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-Forehand,,59.0,0.0,414.0,414.0,72.0,1152.0,1818.0,1813.0,1818.0,Velodrome,Pat Major,,P0002,VN0001,ET0009,ED0011,E20026,,,,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107420,EV1898101699,18981,P100079,1699.0,event_team_player_1,1.0,2.0,Pass,44.0,,1699.0,6.0,51.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Intercepted,Pass-Forehand,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Nelson,Joe Lopez,,P0002,VN0001,ET0009,ED0014,E20026,,,,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107421,EV1898101699,18981,P100159,1699.0,opp_team_player_1,1.0,2.0,Pass,87.0,,1699.0,6.0,51.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Intercepted,Pass-Forehand,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Velodrome,Josh Cronk,,P0002,VN0001,ET0009,ED0014,E20026,,,,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107422,EV1898101699,18981,P100105,1699.0,opp_team_player_2,2.0,2.0,Pass,9.0,,1699.0,6.0,51.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Pass,Pass_Intercepted,Pass-Forehand,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Velodrome,Ronnie Pinnell,,P0002,VN0001,ET0009,ED0014,E20026,,,,,,RL0009,N10004,N10010,N10010,SH1898100059
EP1898107423,EV1898101700,18981,P100079,1700.0,event_team_player_1,1.0,2.0,Turnover,44.0,,1700.0,6.0,51.0,,,e,,,,Home,h,Offensive,,,,,,,302.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-PassIntercepted,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Nelson,Joe Lopez,,P0002,VN0001,ET0019,ED0048,E20010,,,,,,RL0001,N10004,N10010,N10004,SH1898100059
EP1898107424,EV1898101700,18981,P100159,1700.0,opp_team_player_1,1.0,2.0,Turnover,87.0,,1700.0,6.0,51.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-PassIntercepted,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Velodrome,Josh Cronk,,P0002,VN0001,ET0019,ED0048,E20010,,,,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107425,EV1898101700,18981,P100105,1700.0,opp_team_player_2,2.0,2.0,Turnover,9.0,,1700.0,6.0,51.0,,,o,,,,Home,h,Defensive,,,,,,,302.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-PassIntercepted,,59.0,0.0,411.0,411.0,72.0,1152.0,1821.0,1816.0,1821.0,Velodrome,Ronnie Pinnell,,P0002,VN0001,ET0019,ED0048,E20010,,,,,,RL0009,N10004,N10010,N10010,SH1898100059
EP1898107426,EV1898101701,18981,P100159,1701.0,event_team_player_1,1.0,2.0,Possession,87.0,,1701.0,6.0,50.0,6.0,48.0,e,,,,Away,a,Offensive,,,,,,,302.0,Nelson,Velodrome,Possession,,,,59.0,2.0,410.0,408.0,72.0,1152.0,1822.0,1817.0,1824.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0013,,,,,,,,RL0001,N10004,N10010,N10010,SH1898100059
EP1898107427,EV1898101701,18981,P100079,1701.0,opp_team_player_1,1.0,2.0,Possession,44.0,,1701.0,6.0,50.0,6.0,48.0,o,,,,Away,a,Defensive,,,,,,,302.0,Nelson,Velodrome,Possession,,,,59.0,2.0,410.0,408.0,72.0,1152.0,1822.0,1817.0,1824.0,Nelson,Joe Lopez,,P0002,VN0002,ET0013,,,,,,,,RL0008,N10004,N10010,N10004,SH1898100059
EP1898107428,EV1898101702,18981,P100159,1702.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,87.0,,1702.0,6.0,49.0,6.0,46.0,e,d,o,,Away,a,Offensive,,,,,,,303.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Rush,,59.0,3.0,409.0,406.0,72.0,1152.0,1823.0,1818.0,1826.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0020,ED0053,E20097,,,ZN0002,,,RL0001,N10004,N10010,N10010,SH1898100059
EP1898107429,EV1898101703,18981,P100159,1703.0,event_team_player_1,1.0,2.0,Pass,87.0,,1703.0,6.0,46.0,,,e,,,,Away,a,Offensive,,,,,,,303.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,,59.0,0.0,406.0,406.0,72.0,1152.0,1826.0,1821.0,1826.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0009,ED0011,E20030,,,,,,RL0001,N10004,N10010,N10010,SH1898100059
EP1898107430,EV1898101703,18981,P100161,1703.0,opp_team_player_1,1.0,2.0,Pass,49.0,,1703.0,6.0,46.0,,,o,,,,Away,a,Defensive,,,,,,,303.0,Nelson,Velodrome,Pass,Pass_Missed,Pass-ReceiverMissed,,59.0,0.0,406.0,406.0,72.0,1152.0,1826.0,1821.0,1826.0,Velodrome,Galen Wood,,P0002,VN0002,ET0009,ED0011,E20030,,,,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107431,EV1898101704,18981,P100159,1704.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,87.0,,1704.0,6.0,46.0,,,e,o,d,,Away,a,Offensive,,,,,,,304.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-PassMiss/Misplay,,59.0,0.0,406.0,406.0,72.0,1152.0,1826.0,1821.0,1826.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0020,ED0052,E20084,,,ZN0001,,,RL0001,N10004,N10010,N10010,SH1898100059
EP1898107432,EV1898101704,18981,P100161,1704.0,opp_team_player_1,1.0,2.0,Zone_Entry_Exit,49.0,,1704.0,6.0,46.0,,,o,o,d,,Away,a,Defensive,,,,,,,305.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Entry,ZoneEntry-PassMiss/Misplay,,59.0,0.0,406.0,406.0,72.0,1152.0,1826.0,1821.0,1826.0,Velodrome,Galen Wood,,P0002,VN0002,ET0020,ED0052,E20084,,,ZN0001,,,RL0008,N10004,N10010,N10010,SH1898100059
EP1898107433,EV1898101705,18981,P100159,1705.0,event_team_player_1,1.0,2.0,Turnover,87.0,,1705.0,6.0,46.0,,,e,,,,Away,a,Offensive,,,,,,,305.0,Nelson,Velodrome,Turnover,Turnover_Giveaway,Giveaway-ZoneEntry/ExitMisplay,,59.0,0.0,406.0,406.0,72.0,1152.0,1826.0,1821.0,1826.0,Velodrome,Josh Cronk,,P0002,VN0002,ET0019,ED0048,E20015,,,,,,RL0001,N10004,N10010,N10010,SH1898100059
EP1898107434,EV1898101706,18981,P100074,1706.0,event_team_player_1,1.0,2.0,Pass,8.0,,1706.0,6.0,38.0,,,e,,,,Home,h,Offensive,,,,,,,305.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,60.0,0.0,398.0,398.0,72.0,1152.0,1834.0,1829.0,1834.0,Nelson,Marko Somersalmi,,P0002,VN0001,ET0009,ED0010,E20031,,,,,,RL0001,N10004,N10010,N10004,SH1898100060
EP1898107435,EV1898101706,18981,P100079,1706.0,event_team_player_2,2.0,2.0,Pass,44.0,,1706.0,6.0,38.0,,,e,,,,Home,h,Offensive,,,,,,,305.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,60.0,0.0,398.0,398.0,72.0,1152.0,1834.0,1829.0,1834.0,Nelson,Joe Lopez,,P0002,VN0001,ET0009,ED0010,E20031,,,,,,RL0002,N10004,N10010,N10004,SH1898100060
EP1898107436,EV1898101706,18981,P100039,1706.0,opp_team_player_1,1.0,2.0,Pass,75.0,,1706.0,6.0,38.0,,,o,,,,Home,h,Defensive,,,,,,,305.0,Nelson,Velodrome,Pass,Pass_Completed,Pass-Rim/Wrap,,60.0,0.0,398.0,398.0,72.0,1152.0,1834.0,1829.0,1834.0,Velodrome,Nicole Downs,,P0002,VN0001,ET0009,ED0010,E20031,,,,,,RL0008,N10004,N10010,N10010,SH1898100060
EP1898107437,EV1898101707,18981,P100079,1707.0,event_team_player_1,1.0,2.0,Possession,44.0,,1707.0,6.0,38.0,6.0,34.0,e,,,,Home,h,Offensive,,,,,,,305.0,Nelson,Velodrome,Possession,,,,60.0,4.0,398.0,394.0,72.0,1152.0,1834.0,1829.0,1838.0,Nelson,Joe Lopez,,P0002,VN0001,ET0013,,,,,,,,RL0001,N10004,N10010,N10004,SH1898100060
EP1898107438,EV1898101708,18981,P100079,1708.0,event_team_player_1,1.0,2.0,Zone_Entry_Exit,44.0,,1708.0,6.0,34.0,,,e,d,d,,Home,h,Offensive,,,,,,,306.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,60.0,0.0,394.0,394.0,72.0,1152.0,1838.0,1833.0,1838.0,Nelson,Joe Lopez,,P0002,VN0001,ET0020,ED0053,E20094,,,ZN0002,,,RL0001,N10004,N10010,N10004,SH1898100060
EP1898107439,EV1898101708,18981,P100078,1708.0,event_team_player_2,2.0,2.0,Zone_Entry_Exit,10.0,,1708.0,6.0,34.0,,,e,d,d,,Home,h,Offensive,,,,,,,307.0,Nelson,Velodrome,Zone_Entry_Exit,Zone_Exit,ZoneExit-Pass,,60.0,0.0,394.0,394.0,72.0,1152.0,1838.0,1833.0,1838.0,Nelson,Kyle Popovich,,P0002,VN0001,ET0020,ED0053,E20094,,,ZN0002,,,RL0002,N10004,N10010,N10004,SH1898100060
