table,type,column,data_type,key_type,sample
fact_plays,fact,start_seconds,float64,,nan
fact_plays,fact,end_seconds,float64,,nan
fact_plays,fact,duration_seconds,float64,,nan
fact_plays,fact,play_key,object,FK,PL18969000002
fact_plays,fact,zone_id,object,FK,nan
fact_plays,fact,team_id,object,FK,N10010
fact_plays,fact,first_event_key,object,FK,E18969001000
fact_plays,fact,last_event_key,object,FK,E18969001000
fact_plays,fact,play_chain,object,,GameStart
fact_plays,fact,event_chain_indices,object,,1000
fact_plays,fact,video_time_start,float64,,0.0
fact_plays,fact,video_time_end,float64,,0.0
fact_plays,fact,home_team_id,object,FK,N10008
fact_plays,fact,away_team_id,object,FK,N10010
fact_possession_time,fact,possession_key,object,PK,PO1896946409
fact_possession_time,fact,game_id,int64,FK,18969
fact_possession_time,fact,player_id,object,FK,P100192
fact_possession_time,fact,venue,object,,Home
fact_possession_time,fact,zone_entries,int64,,13
fact_possession_time,fact,zone_exits,int64,,9
fact_possession_time,fact,ozone_entries,int64,,10
fact_possession_time,fact,dzone_entries,int64,,0
fact_possession_time,fact,possession_events,int64,,41
fact_possession_time,fact,estimated_possession_seconds,float64,,128.0
fact_possession_time,fact,venue_id,object,FK,VN0001
fact_possession_time,fact,team_id,object,FK,N10008
fact_possession_time,fact,home_team_id,object,FK,N10008
fact_possession_time,fact,away_team_id,object,FK,N10010
fact_puck_xy_long,fact,puck_xy_key,object,PK,
fact_puck_xy_long,fact,game_id,object,FK,
fact_puck_xy_long,fact,event_index,object,,
fact_puck_xy_long,fact,event_key,object,FK,
fact_puck_xy_long,fact,point_number,object,,
fact_puck_xy_long,fact,x,object,,
fact_puck_xy_long,fact,y,object,,
fact_puck_xy_long,fact,z,object,,
fact_puck_xy_long,fact,timestamp,object,,
fact_puck_xy_long,fact,rink_coord_id,object,FK,
fact_puck_xy_long,fact,rink_coord_id_home,object,,
fact_puck_xy_long,fact,rink_coord_id_away,object,,
fact_puck_xy_wide,fact,puck_xy_key,object,PK,
fact_puck_xy_wide,fact,game_id,object,FK,
fact_puck_xy_wide,fact,event_index,object,,
fact_puck_xy_wide,fact,event_key,object,FK,
fact_puck_xy_wide,fact,point_count,object,,
fact_puck_xy_wide,fact,x_1,object,,
fact_puck_xy_wide,fact,y_1,object,,
fact_puck_xy_wide,fact,z_1,object,,
fact_puck_xy_wide,fact,timestamp_1,object,,
fact_puck_xy_wide,fact,rink_coord_id_1,object,,
fact_puck_xy_wide,fact,x_2,object,,
fact_puck_xy_wide,fact,y_2,object,,
fact_puck_xy_wide,fact,z_2,object,,
fact_puck_xy_wide,fact,timestamp_2,object,,
fact_puck_xy_wide,fact,rink_coord_id_2,object,,
fact_puck_xy_wide,fact,x_3,object,,
fact_puck_xy_wide,fact,y_3,object,,
fact_puck_xy_wide,fact,z_3,object,,
fact_puck_xy_wide,fact,timestamp_3,object,,
fact_puck_xy_wide,fact,rink_coord_id_3,object,,
fact_puck_xy_wide,fact,x_4,object,,
fact_puck_xy_wide,fact,y_4,object,,
fact_puck_xy_wide,fact,z_4,object,,
fact_puck_xy_wide,fact,timestamp_4,object,,
fact_puck_xy_wide,fact,rink_coord_id_4,object,,
fact_puck_xy_wide,fact,x_5,object,,
fact_puck_xy_wide,fact,y_5,object,,
fact_puck_xy_wide,fact,z_5,object,,
fact_puck_xy_wide,fact,timestamp_5,object,,
fact_puck_xy_wide,fact,rink_coord_id_5,object,,
fact_puck_xy_wide,fact,x_6,object,,
fact_puck_xy_wide,fact,y_6,object,,
fact_puck_xy_wide,fact,z_6,object,,
fact_puck_xy_wide,fact,timestamp_6,object,,
fact_puck_xy_wide,fact,rink_coord_id_6,object,,
fact_puck_xy_wide,fact,x_7,object,,
fact_puck_xy_wide,fact,y_7,object,,
fact_puck_xy_wide,fact,z_7,object,,
fact_puck_xy_wide,fact,timestamp_7,object,,
fact_puck_xy_wide,fact,rink_coord_id_7,object,,
fact_puck_xy_wide,fact,x_8,object,,
fact_puck_xy_wide,fact,y_8,object,,
fact_puck_xy_wide,fact,z_8,object,,
fact_puck_xy_wide,fact,timestamp_8,object,,
fact_puck_xy_wide,fact,rink_coord_id_8,object,,
fact_puck_xy_wide,fact,x_9,object,,
fact_puck_xy_wide,fact,y_9,object,,
fact_puck_xy_wide,fact,z_9,object,,
fact_puck_xy_wide,fact,timestamp_9,object,,
fact_puck_xy_wide,fact,rink_coord_id_9,object,,
fact_puck_xy_wide,fact,x_10,object,,
fact_puck_xy_wide,fact,y_10,object,,
fact_puck_xy_wide,fact,z_10,object,,
fact_puck_xy_wide,fact,timestamp_10,object,,
fact_puck_xy_wide,fact,rink_coord_id_10,object,,
fact_registration,fact,player_full_name,object,,Ty Smith
fact_registration,fact,player_id,object,FK,P100084
fact_registration,fact,season_id,object,FK,N20252026F
fact_registration,fact,season,int64,,20252026
fact_registration,fact,restricted,object,,Y
fact_registration,fact,email,object,,ty0214@gmail.com
fact_registration,fact,position,object,,Forward
fact_registration,fact,norad_experience,int64,,6
fact_registration,fact,CAF,object,,No
fact_registration,fact,highest_beer_league_played,object,,"Big Bear, C4, Birds of War"
fact_registration,fact,skill_rating,int64,,6
fact_registration,fact,age,int64,,30
fact_registration,fact,referred_by,object,,-
fact_registration,fact,notes,object,,nan
fact_registration,fact,sub_yn,object,,N
fact_registration,fact,drafted_team_name,object,,HollowBrook
fact_registration,fact,drafted_team_id,object,FK,N10003
fact_registration,fact,player_season_registration_id,object,FK,R_N20252026FP100084
fact_registration,fact,position_id,object,FK,PS0004
fact_rush_events,fact,game_id,int64,PK,18969
fact_rush_events,fact,entry_event_index,int64,,1011
fact_rush_events,fact,shot_event_index,int64,,1012
fact_rush_events,fact,events_to_shot,int64,,1
fact_rush_events,fact,is_rush,bool,,True
fact_rush_events,fact,rush_type,object,,rush
fact_rush_events,fact,is_goal,bool,,False
fact_rush_events,fact,entry_type,object,,ZoneEntry-Rush
fact_rush_events,fact,zone_entry_type_id,object,FK,ZE0010
fact_rush_events,fact,rush_type_id,object,FK,ZE0010
fact_rush_events,fact,home_team_id,object,FK,N10008
fact_rush_events,fact,away_team_id,object,FK,N10010
fact_scoring_chances,fact,scoring_chance_key,object,PK,E18969001012
fact_scoring_chances,fact,game_id,int64,FK,18969
fact_scoring_chances,fact,event_index,float64,,1012.0
fact_scoring_chances,fact,period,float64,,1.0
fact_scoring_chances,fact,is_goal,int64,,0
fact_scoring_chances,fact,danger_level,object,,low
fact_scoring_chances,fact,is_rebound,int64,,0
fact_scoring_chances,fact,is_rush,int64,,0
fact_scoring_chances,fact,is_odd_man,int64,,0
fact_scoring_chances,fact,event_detail,object,,Shot_Blocked
fact_scoring_chances,fact,event_detail_2,object,,Shot-Wrist
fact_scoring_chances,fact,period_id,object,FK,P0001
fact_scoring_chances,fact,event_detail_id,object,FK,ED0031
fact_scoring_chances,fact,event_detail_2_id,object,FK,E20062
fact_sequences,fact,sequence_id,object,PK,SQ1896900002
fact_sequences,fact,game_id,int64,FK,18969
fact_sequences,fact,sequence_index,int64,,2
fact_sequences,fact,first_event,float64,,1000.0
fact_sequences,fact,last_event,float64,,1000.0
fact_sequences,fact,event_count,int64,,1
fact_sequences,fact,start_team,object,,nan
fact_sequences,fact,end_team,object,,nan
fact_sequences,fact,start_zone,object,,nan
fact_sequences,fact,end_zone,object,,nan
fact_sequences,fact,has_goal,bool,,False
fact_sequences,fact,start_seconds,float64,,nan
fact_sequences,fact,end_seconds,float64,,nan
fact_sequences,fact,duration_seconds,float64,,nan
fact_sequences,fact,sequence_key,object,FK,SQ18969000002
fact_sequences,fact,first_event_key,object,FK,E18969001000
fact_sequences,fact,last_event_key,object,FK,E18969001000
fact_sequences,fact,start_zone_id,object,FK,nan
fact_sequences,fact,end_zone_id,object,FK,nan
fact_sequences,fact,video_time_start,float64,,0.0
fact_sequences,fact,play_chain,object,,GameStart
fact_sequences,fact,event_chain_indices,object,,1000
fact_sequences,fact,team_id,object,FK,N10010
fact_sequences,fact,video_time_end,float64,,0.0
fact_sequences,fact,start_team_id,float64,FK,nan
fact_sequences,fact,end_team_id,float64,FK,nan
fact_sequences,fact,home_team_id,object,FK,N10008
fact_sequences,fact,away_team_id,object,FK,N10010
fact_shift_quality,fact,shift_quality_key,object,PK,S18969000002
fact_shift_quality,fact,game_id,int64,FK,18969
fact_shift_quality,fact,player_id,object,FK,P100023
fact_shift_quality,fact,shift_index,int64,,2
fact_shift_quality,fact,shift_duration,float64,,79.0
fact_shift_quality,fact,shift_quality,object,,long
fact_shift_quality,fact,quality_score,int64,,70
fact_shift_quality,fact,period,float64,,1.0
fact_shift_quality,fact,strength,object,,5v5
fact_shift_quality,fact,situation,object,,Full Strength
fact_shift_quality,fact,period_id,object,FK,P0001
fact_shift_quality,fact,strength_id,object,FK,STR0001
fact_shift_quality,fact,situation_id,object,FK,SIT0003
fact_shifts,fact,shift_key,object,PK,S18991000001
fact_shifts,fact,game_id,int64,FK,18991
fact_shifts,fact,shift_index,int64,,1
fact_shifts,fact,Period,float64,,1.0
fact_shifts,fact,shift_start_min,float64,,18.0
fact_shifts,fact,shift_start_sec,float64,,0.0
fact_shifts,fact,shift_end_min,float64,,16.0
fact_shifts,fact,shift_end_sec,float64,,58.0
fact_shifts,fact,shift_start_type,object,,GameStart
fact_shifts,fact,shift_stop_type,float64,,nan
fact_shifts,fact,home_forward_1,float64,,73.0
fact_shifts,fact,home_forward_2,float64,,12.0
fact_shifts,fact,home_forward_3,float64,,16.0
fact_shifts,fact,home_defense_1,float64,,41.0
fact_shifts,fact,home_defense_2,float64,,19.0
fact_shifts,fact,home_xtra,float64,,nan
fact_shifts,fact,home_goalie,float64,,1.0
fact_shifts,fact,away_forward_1,float64,,70.0
fact_shifts,fact,away_forward_2,float64,,75.0
fact_shifts,fact,away_forward_3,float64,,14.0
fact_shifts,fact,away_defense_1,float64,,22.0
fact_shifts,fact,away_defense_2,float64,,84.0
fact_shifts,fact,away_xtra,float64,,nan
fact_shifts,fact,away_goalie,float64,,39.0
fact_shifts,fact,stoppage_time,float64,,0.0
fact_shifts,fact,home_ozone_start,float64,,nan
fact_shifts,fact,home_ozone_end,float64,,nan
fact_shifts,fact,home_dzone_start,float64,,nan
fact_shifts,fact,home_dzone_end,float64,,1.0
fact_shifts,fact,home_nzone_start,float64,,1.0
fact_shifts,fact,home_nzone_end,float64,,nan
fact_shifts,fact,home_team,object,,Triple J
fact_shifts,fact,away_team,object,,Velodrome
fact_shifts,fact,shift_start_total_seconds,float64,,1080.0
fact_shifts,fact,shift_end_total_seconds,float64,,1018.0
fact_shifts,fact,shift_duration,float64,,62.0
fact_shifts,fact,home_team_strength,float64,,5.0
fact_shifts,fact,away_team_strength,float64,,5.0
fact_shifts,fact,home_team_en,float64,,0.0
fact_shifts,fact,away_team_en,float64,,0.0
fact_shifts,fact,home_team_pk,float64,,0.0
fact_shifts,fact,home_team_pp,float64,,0.0
fact_shifts,fact,away_team_pp,float64,,0.0
fact_shifts,fact,away_team_pk,float64,,0.0
fact_shifts,fact,situation,object,,Full Strength
fact_shifts,fact,strength,object,,5v5
fact_shifts,fact,home_goals,float64,,0.0
fact_shifts,fact,away_goals,float64,,0.0
fact_shifts,fact,home_team_plus,float64,,0.0
fact_shifts,fact,home_team_minus,float64,,0.0
fact_shifts,fact,away_team_plus,float64,,0.0
fact_shifts,fact,away_team_minus,float64,,0.0
fact_shifts,fact,period_start_total_running_seconds,float64,,0.0
fact_shifts,fact,running_video_time,float64,,0.0
fact_shifts,fact,shift_start_running_time,float64,,0.0
fact_shifts,fact,shift_end_running_time,float64,,65.0
fact_shifts,fact,strength_id,object,FK,STR0001
fact_shifts,fact,situation_id,object,FK,SIT0003
fact_shifts,fact,shift_start_type_id,object,FK,SS0008
fact_shifts,fact,shift_stop_type_id,float64,FK,nan
fact_shifts,fact,home_team_id,object,FK,N10009
fact_shifts,fact,away_team_id,object,FK,N10010
fact_shifts,fact,period_id,object,FK,P0001
fact_shifts_long,fact,shift_player_key,object,PK,L18969000111
fact_shifts_long,fact,shift_key,object,FK,S18969000001
fact_shifts_long,fact,game_id,int64,FK,18969
fact_shifts_long,fact,shift_index,int64,,1
fact_shifts_long,fact,player_number,int64,,70
fact_shifts_long,fact,player_id,object,FK,P100001
fact_shifts_long,fact,player_name,object,,Sam Downs
fact_shifts_long,fact,venue,object,,away
fact_shifts_long,fact,slot,object,,forward_1
fact_shifts_long,fact,period,float64,,1.0
fact_shifts_long,fact,shift_duration,float64,,82.0
fact_shifts_long,fact,playing_duration,float64,,82.0
fact_shifts_long,fact,situation,object,,Full Strength
fact_shifts_long,fact,strength,object,,5v5
fact_shifts_long,fact,stoppage_time,float64,,0.0
fact_shifts_long,fact,pm_plus_ev,float64,,0.0
fact_shifts_long,fact,pm_minus_ev,float64,,0.0
fact_shifts_long,fact,goal_for,int64,,0
fact_shifts_long,fact,goal_against,int64,,0
fact_shifts_long,fact,team_en,float64,,0.0
fact_shifts_long,fact,opp_en,float64,,0.0
fact_shifts_long,fact,logical_shift_number,int64,,1
fact_shifts_long,fact,period_id,object,FK,P0001
fact_shifts_long,fact,venue_id,object,FK,VN0002
fact_shifts_long,fact,strength_id,object,FK,STR0001
fact_shifts_long,fact,situation_id,object,FK,SIT0003
fact_shifts_long,fact,slot_id,object,FK,SL0003
fact_shifts_long,fact,team_id,object,FK,N10010
fact_shifts_player,fact,shift_player_key,object,PK,L18969000204
fact_shifts_player,fact,shift_key,object,FK,S18969000002
fact_shifts_player,fact,game_id,int64,FK,18969
fact_shifts_player,fact,shift_index,int64,,2
fact_shifts_player,fact,player_number,int64,,3
fact_shifts_player,fact,venue,object,,home
fact_shifts_player,fact,slot,object,,defense_1
fact_shifts_player,fact,period,float64,,1.0
fact_shifts_player,fact,shift_duration,float64,,79.0
fact_shifts_player,fact,situation,object,,Full Strength
fact_shifts_player,fact,strength,object,,5v5
fact_shifts_player,fact,stoppage_time,float64,,21.0
fact_shifts_player,fact,pm_plus_ev,float64,,0.0
fact_shifts_player,fact,pm_minus_ev,float64,,0.0
fact_shifts_player,fact,goal_for,int64,,0
fact_shifts_player,fact,goal_against,int64,,0
fact_shifts_player,fact,team_en,float64,,0.0
fact_shifts_player,fact,opp_en,float64,,0.0
fact_shifts_player,fact,team_pp,float64,,0.0
fact_shifts_player,fact,team_pk,float64,,0.0
fact_shifts_player,fact,player_id,object,FK,P100023
fact_shifts_player,fact,player_name,object,,Alex Considine
fact_shifts_player,fact,logical_shift_number,int64,,1
fact_shifts_player,fact,shift_segment,int64,,1
fact_shifts_player,fact,cumulative_shift_duration,float64,,79.0
fact_shifts_player,fact,running_toi,float64,,79.0
fact_shifts_player,fact,playing_duration,float64,,58.0
fact_shifts_player,fact,running_playing_toi,float64,,58.0
fact_shifts_player,fact,period_id,object,FK,P0001
fact_shifts_player,fact,venue_id,object,FK,VN0001
fact_shifts_player,fact,strength_id,object,FK,STR0001
fact_shifts_player,fact,situation_id,object,FK,SIT0003
fact_shifts_player,fact,slot_id,object,FK,SL0001
fact_shifts_player,fact,team_id,object,FK,N10008
fact_shot_danger,fact,shot_danger_key,object,PK,E18969001012
fact_shot_danger,fact,game_id,int64,FK,18969
fact_shot_danger,fact,event_index,float64,,1012.0
fact_shot_danger,fact,danger_zone,object,,unknown
fact_shot_danger,fact,xg,float64,,0.09
fact_shot_danger,fact,shot_distance,float64,,0.0
fact_shot_danger,fact,shot_angle,float64,,0.0
fact_shot_danger,fact,is_rebound,int64,,0
fact_shot_danger,fact,is_rush,int64,,0
fact_shot_danger,fact,is_one_timer,int64,,0
fact_shot_xy,fact,shot_xy_key,object,PK,
fact_shot_xy,fact,game_id,object,FK,
fact_shot_xy,fact,event_index,object,,
fact_shot_xy,fact,event_key,object,FK,
fact_shot_xy,fact,player_id,object,FK,
fact_shot_xy,fact,player_key,object,FK,
fact_shot_xy,fact,team_id,object,FK,
fact_shot_xy,fact,team_venue,object,,
fact_shot_xy,fact,period,object,,
fact_shot_xy,fact,period_id,object,FK,
fact_shot_xy,fact,shot_x,object,,
fact_shot_xy,fact,shot_y,object,,
fact_shot_xy,fact,shot_rink_coord_id,object,FK,
fact_shot_xy,fact,shot_rink_coord_id_home,object,,
fact_shot_xy,fact,shot_rink_coord_id_away,object,,
fact_shot_xy,fact,shot_distance,object,,
fact_shot_xy,fact,shot_angle,object,,
fact_shot_xy,fact,target_x,object,,
fact_shot_xy,fact,target_y,object,,
fact_shot_xy,fact,net_location_id,object,FK,
fact_shot_xy,fact,shot_type,object,,
fact_shot_xy,fact,shot_result,object,,
fact_shot_xy,fact,is_goal,object,,
fact_shot_xy,fact,is_on_net,object,,
fact_shot_xy,fact,strength_id,object,FK,
fact_shot_xy,fact,goalie_player_id,object,FK,
fact_shot_xy,fact,xg,object,,
fact_shot_xy,fact,running_video_time,object,,
fact_shot_xy,fact,venue_id,object,FK,
fact_shot_xy,fact,shot_type_id,object,FK,
fact_shot_xy,fact,shot_result_type_id,object,FK,
fact_team_game_stats,fact,team_game_key,object,PK,TG1896900001
fact_team_game_stats,fact,game_id,int64,FK,18969
fact_team_game_stats,fact,venue,object,,Home
fact_team_game_stats,fact,goals,int64,,4
fact_team_game_stats,fact,shots,int64,,71
fact_team_game_stats,fact,fo_wins,int64,,26
fact_team_game_stats,fact,giveaways,int64,,65
fact_team_game_stats,fact,takeaways,int64,,16
fact_team_game_stats,fact,zone_entries,int64,,61
fact_team_game_stats,fact,zone_exits,int64,,49
fact_team_game_stats,fact,pass_attempts,int64,,166
fact_team_game_stats,fact,pass_completed,int64,,106
fact_team_game_stats,fact,fo_losses,int64,,20
fact_team_game_stats,fact,sog,int64,,40
fact_team_game_stats,fact,fo_total,int64,,46
fact_team_game_stats,fact,fo_pct,float64,,50.5
fact_team_game_stats,fact,pass_pct,float64,,63.9
fact_team_game_stats,fact,shooting_pct,float64,,5.6
fact_team_game_stats,fact,venue_id,object,FK,VN0001
fact_team_game_stats,fact,home_team_id,object,FK,N10008
fact_team_game_stats,fact,away_team_id,object,FK,N10010
fact_team_game_stats,fact,team_id,object,FK,N10008
fact_team_game_stats,fact,total_shots,float64,,114.0
fact_team_game_stats,fact,total_sog,float64,,65.0
fact_team_game_stats,fact,total_passes,float64,,300.0
fact_team_game_stats,fact,total_pass_completed,float64,,186.0
fact_team_game_stats,fact,team_pass_pct,float64,,62.0
fact_team_game_stats,fact,total_zone_entries,float64,,116.0
fact_team_game_stats,fact,total_zone_exits,float64,,108.0
fact_team_game_stats,fact,controlled_entries,float64,,11.0
fact_team_game_stats,fact,controlled_exits,float64,,48.0
fact_team_game_stats,fact,entry_control_pct,float64,,0.0
fact_team_game_stats,fact,total_giveaways,float64,,133.0
fact_team_game_stats,fact,total_takeaways,float64,,33.0
fact_team_game_stats,fact,turnover_diff,float64,,-100.0
fact_team_game_stats,fact,total_blocks,float64,,29.0
fact_team_game_stats,fact,total_hits,float64,,0.0
fact_team_game_stats,fact,total_fo_wins,float64,,46.0
fact_team_game_stats,fact,total_fo_losses,float64,,45.0
fact_team_game_stats,fact,corsi_for,float64,,725.0
fact_team_game_stats,fact,corsi_against,float64,,723.0
fact_team_game_stats,fact,cf_pct,float64,,50.1
fact_team_game_stats,fact,xg_for,float64,,5.85
fact_team_game_stats,fact,xg_against,float64,,0.0
fact_team_game_stats,fact,xg_diff,float64,,0.0
fact_team_game_stats,fact,avg_player_rating,float64,,3.89
fact_team_game_stats,fact,total_dekes,float64,,0.0
fact_team_game_stats,fact,total_screens,float64,,0.0
fact_team_game_stats,fact,offensive_rating_avg,float64,,3.7
fact_team_game_stats,fact,defensive_rating_avg,float64,,4.4
fact_team_game_stats,fact,hustle_rating_avg,float64,,0.4
fact_team_standings_snapshot,fact,game_id,int64,PK,13244
fact_team_standings_snapshot,fact,date,object,,2021-03-03
fact_team_standings_snapshot,fact,team_name,object,,Canada
fact_team_standings_snapshot,fact,games_played,int64,,1
fact_team_standings_snapshot,fact,wins,int64,,1
fact_team_standings_snapshot,fact,losses,int64,,0
fact_team_standings_snapshot,fact,ties,int64,,0
fact_team_standings_snapshot,fact,points,int64,,2
fact_team_standings_snapshot,fact,goals_for,int64,,5
fact_team_standings_snapshot,fact,goals_against,int64,,4
fact_team_standings_snapshot,fact,goal_diff,int64,,1
fact_team_standings_snapshot,fact,gaa,float64,,4.0
fact_team_standings_snapshot,fact,gpg,float64,,5.0
fact_team_standings_snapshot,fact,team_id,object,FK,N10012
fact_team_zone_time,fact,zone_time_key,object,PK,Z18969000001
fact_team_zone_time,fact,game_id,int64,FK,18969
fact_team_zone_time,fact,venue,object,,home
fact_team_zone_time,fact,ozone_events,int64,,1542
fact_team_zone_time,fact,dzone_events,int64,,1034
fact_team_zone_time,fact,nzone_events,int64,,542
fact_team_zone_time,fact,total_events,int64,,3118
fact_team_zone_time,fact,ozone_pct,float64,,49.5
fact_team_zone_time,fact,dzone_pct,float64,,33.2
fact_team_zone_time,fact,nzone_pct,float64,,17.4
fact_team_zone_time,fact,venue_id,object,FK,VN0001
fact_team_zone_time,fact,home_team_id,object,FK,N10008
fact_team_zone_time,fact,away_team_id,object,FK,N10010
fact_team_zone_time,fact,team_id,object,FK,N10008
fact_team_zone_time,fact,oz_dominance,float64,,16.3
fact_team_zone_time,fact,dz_pressure,float64,,0.0
fact_team_zone_time,fact,territorial_index,float64,,58.1
fact_video,fact,video_key,object,PK,V18981001
fact_video,fact,game_id,int64,FK,18981
fact_video,fact,Index,int64,,1
fact_video,fact,Key,object,,V189811001
fact_video,fact,Game_ID,int64,,18981
fact_video,fact,Video_Type,object,,Full_Ice
fact_video,fact,Video_Category,object,,Full_Ice
fact_video,fact,Url_1,object,,https://www.youtube.com/watch?v=DaQS2qlm_C4
fact_video,fact,Url_2,float64,,nan
fact_video,fact,Url_3,float64,,nan
fact_video,fact,Url_4,float64,,nan
fact_video,fact,Video_ID,float64,,nan
fact_video,fact,Extension,object,,v=DaQS2qlm_C4
fact_video,fact,Embed_Url,float64,,nan
fact_video,fact,Description,float64,,nan
fact_wowy,fact,game_id,int64,PK,18969
fact_wowy,fact,player_1_id,object,FK,P100023
fact_wowy,fact,player_2_id,object,FK,P100030
fact_wowy,fact,venue,object,,home
fact_wowy,fact,shifts_together,int64,,9
fact_wowy,fact,p1_shifts_without_p2,int64,,46
fact_wowy,fact,p2_shifts_without_p1,int64,,40
fact_wowy,fact,total_p1_shifts,int64,,55
fact_wowy,fact,total_p2_shifts,int64,,49
fact_wowy,fact,venue_id,object,FK,VN0001
fact_wowy,fact,home_team_id,object,FK,N10008
fact_wowy,fact,away_team_id,object,FK,N10010
fact_wowy,fact,toi_together,float64,,405.0
fact_wowy,fact,toi_apart,float64,,2070.0
fact_wowy,fact,gf_pct_together,float64,,38.3
fact_wowy,fact,gf_pct_apart,float64,,53.06471272612628
fact_wowy,fact,gf_pct_delta,float64,,-14.8
fact_wowy,fact,cf_pct_together,float64,,49.60165622855005
fact_wowy,fact,cf_pct_apart,float64,,45.804837985443605
fact_wowy,fact,cf_pct_delta,float64,,3.8
fact_wowy,fact,xgf_pct_together,float64,,0.0
fact_wowy,fact,xgf_pct_apart,float64,,0.0
fact_wowy,fact,xgf_pct_delta,float64,,0.0
fact_wowy,fact,relative_corsi,float64,,3.8
fact_wowy,fact,relative_fenwick,float64,,0.0
